n_events,n_tickers,n_stock_overnight_ret,mean_stock_overnight_ret,stddev_stock_overnight_ret,median_stock_overnight_ret,p25_stock_overnight_ret,p75_stock_overnight_ret,n_abn_overnight_ret,mean_abn_overnight_ret,stddev_abn_overnight_ret,median_abn_overnight_ret,p25_abn_overnight_ret,p75_abn_overnight_ret,n_capture_ret,mean_capture_ret,median_capture_ret,stock_overnight_definition,abn_overnight_definition
161296,9010,161296,-0.007242940681179963,0.01808200569354047,-0.004884856943475291,-0.010800000000000032,-0.0011555555555555763,161296,-0.007558261902405664,0.017844206577565726,-0.005621590884751364,-0.011360327692357921,-0.0012164383369971782,161296,0.001312011352467439,0.0007823543748475755,ex_open / prev_close - 1,stock_overnight_ret - mkt_overnight_ret
