analysis_group,n_events,n_tickers,n_capture_ret_abn,n_capture_ret,n_drop_ratio,event_share_of_analysis,ticker_share_of_analysis,mean_capture_ret_abn,stddev_capture_ret_abn,se_capture_ret_abn,ci95_low_capture_ret_abn,ci95_high_capture_ret_abn,median_capture_ret_abn,p25_capture_ret_abn,p75_capture_ret_abn,positive_capture_ret_abn_rate,mean_capture_ret,median_capture_ret,mean_drop_ratio,median_drop_ratio,p25_drop_ratio,p75_drop_ratio,drop_ratio_lt_1_rate,low_n_flag,low_ticker_flag,report_eligible_flag
ALL,161296,9010,161296,161296,161296,1.0,1.0,0.0009966901312417336,0.011850768028581841,2.950765509282019e-05,0.000938855127259806,0.0010545251352236612,0.0005899089134465954,-0.0030503051261757926,0.004558778034853956,0.5459651820255927,0.0013120113524674392,0.0007823543748475755,0.4486988275592509,0.8695652173913035,0.26950354609928756,1.365257851880574,0.5905168138081539,False,False,True
