base_events,base_tickers,blank_label_count,blank_label_level_count,blank_ticker_count,configured_label_level,conflicting_level_ticker_count,conflicting_ticker_count,coverage_after_recovery_share,direct_sic_known_events,direct_sic_unknown_events,duplicate_identical_row_count,event_reconciliation_passed,join_row_delta,observed_label_levels,pseudo_matches_on_direct_sic_known_events,pseudo_recovered_events,pseudo_recovered_tickers,pseudo_recovery_rate_of_sic_unknown,pseudo_sector_path,source_labels,source_rows,source_tickers,still_unresolved_events,still_unresolved_tickers,ticker_reconciliation_note
161296,9010,0,0,0,hybrid,0,0,0.27810981053466916,38123,123173,0,True,0,"[""hybrid""]",0,6735,462,0.05467919105648154,/user/ms16965_nyu_edu/divcap/curated/pseudo_sector,29,1291,1291,116438,6343,Ticker state counts need not be additive because a ticker's events may span direct-known and unknown states under the listing-date guard.
