sic_description,n_events,n_tickers,n_capture_ret_abn,n_capture_ret,n_drop_ratio,event_share_of_analysis,ticker_share_of_analysis,mean_capture_ret_abn,stddev_capture_ret_abn,se_capture_ret_abn,ci95_low_capture_ret_abn,ci95_high_capture_ret_abn,median_capture_ret_abn,p25_capture_ret_abn,p75_capture_ret_abn,positive_capture_ret_abn_rate,mean_capture_ret,median_capture_ret,mean_drop_ratio,median_drop_ratio,p25_drop_ratio,p75_drop_ratio,drop_ratio_lt_1_rate,low_n_flag,low_ticker_flag,report_eligible_flag
HOSPITAL & MEDICAL SERVICE PLANS,76,4,76,76,76,0.0004711834143438151,0.0004439511653718091,0.0033793742284429166,0.008320624055882082,0.000954441037020619,0.0015086697958825034,0.00525007866100333,0.0015081319944263345,-0.0013125464860214565,0.006426069521133821,0.618421052631579,0.002439694725562857,0.001946826083536591,0.24683993624348802,0.4214285714285942,-0.6965517241379248,1.3108108108108092,0.6447368421052632,False,True,False
"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",76,4,76,76,76,0.0004711834143438151,0.0004439511653718091,0.0018528275108318942,0.010814848144981282,0.001240548161939782,-0.0005786468865700786,0.004284301908233867,0.001239925653206732,-0.002671474391495652,0.007806911379032434,0.5921052631578947,0.0016967133420099346,0.0017003589646703622,0.08153712194002045,0.7822222222222182,0.14411428571427873,1.4000000000000057,0.631578947368421,False,True,False
REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),74,7,74,74,74,0.00045878385080845157,0.0007769145394006659,-0.0006380267712358129,0.007804277881606955,0.0009072288758374246,-0.002416195367877165,0.0011401418254055392,-0.0004224050491593197,-0.004047646630392459,0.003053067570970588,0.44594594594594594,0.00016441237905779656,3.565439555367351e-17,1.477296324690545,0.9565217391304298,-0.21739130434781373,1.9999999999999871,0.527027027027027,False,False,True
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",73,6,73,73,73,0.00045258406904076975,0.0006659267480577136,0.0009758363787555995,0.00684725694349225,0.0008014108078130036,-0.0005949288045578875,0.0025466015620690865,-0.00015044820544487625,-0.003052823874965014,0.005102504679363108,0.4931506849315068,0.0008943942876505267,-3.0321217059090407e-17,0.6560521429488452,1.0000000000000024,0.2727272727272615,1.6904761904762096,0.4931506849315068,False,False,True
WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,73,4,73,73,73,0.00045258406904076975,0.0004439511653718091,0.0021418366046865884,0.008412197266687316,0.0009845732185332374,0.00021207309636144325,0.0040716001130117335,0.0016818245803724451,-0.00368801013623583,0.00688210292414302,0.6164383561643836,0.0041627547156171925,0.0037109374999999556,0.5580395618151632,0.7759999999999991,0.062499999999987566,1.2,0.684931506849315,False,True,False
RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,72,6,72,72,72,0.000446384287273088,0.0006659267480577136,-0.0004573762923886482,0.010152815232506041,0.0011965207498398495,-0.002802556962074753,0.0018878043772974566,-0.0008015389547931086,-0.004866067041722774,0.0034702891258773533,0.4583333333333333,0.0008492035602899839,0.0010004547521600261,1.1784228727637798,0.7833333333333314,-0.600000000000005,1.9000000000000128,0.6111111111111112,False,False,True
GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,71,5,71,71,71,0.0004401845055054062,0.0005549389567147614,0.00012938632635986255,0.007700537799831945,0.0009138857019069002,-0.001661829649377662,0.001920602302097387,0.000518148365269369,-0.0020794892686602055,0.003035927946510558,0.5492957746478874,0.0002943046793984868,0.0006954102920722436,-1.521419029144871,0.7500000000000284,-0.9254658385093224,2.007142857142859,0.5352112676056338,False,False,True
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",71,8,71,71,71,0.0004401845055054062,0.0008879023307436182,0.0009231253426124943,0.006987616602146328,0.0008292775217918118,-0.0007022586000994568,0.0025485092853244455,0.0007614867450266754,-0.002741111379467516,0.004195712661147877,0.5492957746478874,0.0006022035115703912,0.0006888238333046547,0.6993247294740486,0.5714285714285592,-2.238095238095233,2.963636363636381,0.5915492957746479,False,False,True
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",71,4,71,71,71,0.0004401845055054062,0.0004439511653718091,0.0005135342759755044,0.007032918635053776,0.0008346538839651571,-0.0011223873365962035,0.0021494558885472126,0.00012170801562702715,-0.0039571506383825235,0.004659289483633526,0.5070422535211268,-0.00018946675676686887,-0.0003819126183927902,1.4739997281581776,1.1168831168831161,0.16138793625176176,2.0980392156862613,0.4647887323943662,False,True,False
ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,70,5,70,70,70,0.0004339847237377244,0.0005549389567147614,0.00037809387791487066,0.007166594599853804,0.0008565718897246637,-0.0013007870259454702,0.0020569747817752114,0.0002761897863692653,-0.002825805249805524,0.0032529966867985128,0.5428571428571428,6.350783606476275e-05,-0.0006690806045340318,1.1157931223513433,1.1200000000000045,-0.15686274509803588,2.4499999999999744,0.4714285714285714,False,False,True
"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS",70,4,70,70,70,0.0004339847237377244,0.0004439511653718091,0.0023274583377383734,0.015553229598849689,0.0018589664984091643,-0.0013161159991435887,0.0059710326746203355,0.0003825727433995601,-0.0057054616539886265,0.005212720221801029,0.5428571428571428,0.003969192049529649,0.002189980837667717,0.3860513190429281,0.6129032258064443,-2.999999999999877,3.0000000000001137,0.5857142857142857,False,True,False
CABLE & OTHER PAY TELEVISION SERVICES,69,4,69,69,69,0.00042778494197004267,0.0004439511653718091,0.00229603424213558,0.007886594701496523,0.0009494344310813662,0.00043514275721610223,0.004156925727055057,0.0016003657978965514,-0.002167820350228622,0.006672863826469283,0.5942028985507246,0.002730079279553864,0.0016611295681063657,0.5902416721213989,0.8685714087183656,0.24067796610170722,1.4545454545454557,0.5652173913043478,False,True,False
DRILLING OIL & GAS WELLS,69,4,69,69,69,0.00042778494197004267,0.0004439511653718091,0.002972485123665663,0.017816227777294462,0.0021448217797399713,-0.0012313655646246802,0.007176335811956007,0.00245545947480516,-0.004255528347476338,0.00968250918990722,0.5652173913043478,0.0026260597722407315,0.001487209994051287,0.17447542919752565,0.7666666666666563,-0.12499999999999734,1.7142857142857115,0.5652173913043478,False,True,False
MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,69,5,69,69,69,0.00042778494197004267,0.0005549389567147614,0.0032244119318145066,0.010832442928631246,0.0013040728829661807,0.0006684290812007925,0.005780394782428221,0.0019849539065370726,-0.0024490313504748557,0.005574493221252582,0.6521739130434783,-0.0006953908673276632,-0.0006543646119617705,1.3126154742022174,1.1190476190476164,0.43589743589744023,1.8644067796610677,0.43478260869565216,False,False,True
MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,68,5,68,68,68,0.00042158516020236085,0.0005549389567147614,-8.551851381965707e-05,0.009553701067562209,0.0011585564299157408,-0.002356289116454509,0.0021852520888151947,0.0007064475109499944,-0.0025984970854693256,0.003667220949460288,0.5735294117647058,-0.0015502214730169907,0.0002862704683384407,0.8004838958721732,0.344827586206877,-1.4230769230769404,3.000000000000025,0.5294117647058824,False,False,True
MISCELLANEOUS MANUFACTURING INDUSTRIES,68,4,68,68,68,0.00042158516020236085,0.0004439511653718091,-0.0017766372729505699,0.010779907262359171,0.0013072557728549933,-0.004338858587746357,0.0007855840418452172,3.016907423228788e-06,-0.004591179043322196,0.0038833909500309836,0.5147058823529411,-0.0017630710497251623,-0.0001099142668719212,1.2203529681330978,0.979591836734673,0.21739130434781373,1.7538461538461547,0.5,False,True,False
ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),67,4,67,67,67,0.0004153853784346791,0.0004439511653718091,0.0013089071082830904,0.005341151450659329,0.0006525255049499238,2.9957118581239823e-05,0.002587857097984941,0.0009968439987895865,-0.0016018324940680565,0.003626056128961229,0.5522388059701493,-0.0010552682927700376,-0.0007192174913693737,0.47447455546436684,1.148514851485145,0.0,3.500000000000014,0.43283582089552236,False,True,False
PAPERBOARD CONTAINERS & BOXES,67,4,67,67,67,0.0004153853784346791,0.0004439511653718091,0.001259357898951299,0.004831539163189899,0.0005902664549526378,0.00010243564724412885,0.002416280150658469,0.0015000500348953537,-0.0012915648341310254,0.004644250458822315,0.5970149253731343,0.0020453654124867383,0.002413127413127475,0.634205040464889,0.730769230769222,0.13333333333330682,1.3877551020408159,0.6417910447761194,False,True,False
COMPUTER & OFFICE EQUIPMENT,66,4,66,66,66,0.00040918559666699734,0.0004439511653718091,0.0001164218838228543,0.007734024337128262,0.0009519925869275632,-0.0017494835865551695,0.001982327354200878,0.0001336094595498627,-0.0035617272060189916,0.004538905706634842,0.5303030303030303,0.0002866445564492044,0.0007529523658556319,0.90868281106507,0.9036144578313253,0.38095238095238637,1.538461538461533,0.5909090909090909,False,True,False
SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),66,4,66,66,66,0.00040918559666699734,0.0004439511653718091,-0.00041547918685572144,0.008626368789761769,0.0010618325960693581,-0.0024966710751516633,0.0016657127014402205,6.87887571393939e-05,-0.004318415190934223,0.0047698052534531216,0.5303030303030303,0.00010449406786850749,0.0005558098476426008,1.3033427084493914,0.6190476190476313,-1.2380952380952626,2.8529411764706682,0.5454545454545454,False,True,False
"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",65,4,65,65,65,0.0004029858148993155,0.0004439511653718091,0.001505442911993286,0.008394057186074996,0.00104115465520145,-0.0005352202122015561,0.0035461060361881283,0.0015331079143243343,-0.001269984831954959,0.004253024678627825,0.6923076923076923,0.0008361901152102592,0.001400284432775368,0.8929104820607056,0.6416184971098344,-0.008771929824553427,1.2155172413793074,0.676923076923077,False,True,False
REFUSE SYSTEMS,61,3,61,61,61,0.00037818668782858844,0.0003329633740288568,0.0003674269180211019,0.005747797844109916,0.0007359301024448598,-0.0010749960827708231,0.001809849918813027,0.00043110588517137537,-0.002955329456996959,0.0035062711281851366,0.5573770491803278,0.0012784665103762708,0.0017265680056376368,0.566921482455477,0.37333333333333485,-0.08695652173917491,1.4920634920634885,0.6557377049180327,False,True,False
"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",61,3,61,61,61,0.00037818668782858844,0.0003329633740288568,0.0015516426739125057,0.004928521547592373,0.0006310325216357754,0.00031481893150638583,0.0027884664163186253,0.0013417624569938746,-0.0007308037761751614,0.003418166696072011,0.6721311475409836,0.000560180128897223,0.000964061067737064,0.9536181780135252,0.7499999999999989,-0.1538461538461779,1.6847826086956645,0.5245901639344263,False,True,False
SERVICES-ENGINEERING SERVICES,61,4,61,61,61,0.00037818668782858844,0.0004439511653718091,0.002699704163038957,0.022961492674968297,0.002939917880704986,-0.0030625348831428154,0.00846194320922073,0.00043671845578477017,-0.0026215216234830706,0.004728204189381179,0.5081967213114754,0.0029134415286887817,0.00047810941875557286,-1.2977555611410327,0.6956521739130286,-1.599999999999966,3.6658319421257626,0.5573770491803278,False,True,False
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",61,4,61,61,61,0.00037818668782858844,0.0004439511653718091,-0.00032856956978683384,0.013765627284864638,0.0017625079678732106,-0.0037830851868183267,0.003125946047244659,0.0014086096566398704,-0.001976246244365957,0.004518518108576569,0.6229508196721312,-0.0017553239869036962,8.591900930813795e-17,1.0273073551120269,0.9999999999999787,0.0,1.7096774193548423,0.5409836065573771,False,True,False
AIRCRAFT ENGINES & ENGINE PARTS,60,4,60,60,60,0.0003719869060609067,0.0004439511653718091,0.0024969500121964877,0.00707956292944689,0.0009139676441391733,0.000705573429683708,0.004288326594709267,0.0020025331770690694,-0.0020060735364310998,0.004639097664381215,0.65,0.0010953128034395445,0.0011085245538189235,-0.22111124495872356,0.709677419354835,-0.42016806722689076,1.4545454545454235,0.5833333333333334,False,True,False
"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,0.0007395229254405359,0.0065672345595548885,0.0008478263359931295,-0.0009222166931059977,0.0024012625439870693,0.00019436021948264915,-0.003955331866845123,0.0036568597114518173,0.5166666666666667,0.002113811156763233,0.0007534848675122941,0.4278963001147365,0.8195876288659665,0.1971830985915301,1.406746031746038,0.6166666666666667,False,True,False
ELECTRICAL WORK,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,-0.00150731705279163,0.00811428914818132,0.0010475502245739273,-0.0035605154929565274,0.0005458813873732676,-0.0004696625420162427,-0.004072020642247138,0.0034057607347370246,0.4666666666666667,-0.0018638616811455096,0.0010207010940639634,7.56779295241792,-0.17142857142857792,-9.142857142856947,8.749999999999858,0.6,False,True,False
ELECTRONIC COMPONENTS & ACCESSORIES,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,-0.00042952741425541,0.010405296224911943,0.0013433179663812952,-0.0030624306283627487,0.0022033757998519282,-0.0015024967961465348,-0.004700189000400579,0.003455582188058743,0.38333333333333336,0.00010624645298304517,5.771560583459885e-17,0.6644842838815141,0.9098360655737817,-0.7000000000000028,2.2999999999999687,0.5166666666666667,False,True,False
ENGINES & TURBINES,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,-0.0006669612694986708,0.006127924202361068,0.0007911116127521928,-0.002217540030492969,0.0008836174914956271,-0.00048329693702262467,-0.00378194704323288,0.0024694188401640452,0.4666666666666667,-0.00018493216640200414,-0.0006631927996210543,1.0433949445352917,1.0769230769230969,0.05095541401272871,1.9517241379310433,0.48333333333333334,False,True,False
GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,0.00240251986657846,0.012342460875929637,0.001593404847456403,-0.0007205536344360897,0.00552559336759301,0.0007802277913934287,-0.0030498533436320516,0.005403009400176208,0.5833333333333334,0.005149106365830155,0.0038917549099466635,-0.3477955810108321,0.13999999999998636,-1.9105691056910639,1.873015873015884,0.6666666666666666,False,True,False
METAL FORGINGS & STAMPINGS,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,0.0006784951719271924,0.012417043812631466,0.0016030334631816506,-0.002463450415908843,0.0038204407597632276,0.0011487332542665547,-0.0031937535758699287,0.006075391582837725,0.5333333333333333,4.951509517612104e-05,0.0002085418752085467,1.410335001099373,0.7499999999999396,-2.2399999999999807,4.0,0.5333333333333333,False,True,False
PRINTED CIRCUIT BOARDS,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,0.0002636256770727488,0.005743796522541355,0.0007415209425268913,-0.0011897553702799582,0.0017170067244254557,0.0003443835800145986,-0.002613099878316548,0.0030829508965799866,0.55,0.000328595846275725,0.0013703993735317541,3.3834855912061657,0.6060606060605931,-3.250000000000064,5.999999999999872,0.5666666666666667,False,True,False
RAILROAD EQUIPMENT,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,-0.0003720649505027633,0.007133985594241927,0.0009209935799527535,-0.0021772123672101603,0.0014330824662046335,-0.00021435466017279007,-0.004202478433333532,0.0024384967732017336,0.48333333333333334,0.002030311893353356,0.0023424079954192318,-0.03631972587456597,0.7000000000000028,-0.7187499999999902,1.4642857142857273,0.6666666666666666,False,True,False
WHOLESALE-FARM PRODUCT RAW MATERIALS,60,3,60,60,60,0.0003719869060609067,0.0003329633740288568,-0.0003347130774994665,0.006593814858505499,0.0008512578378322271,-0.0020031784396506314,0.0013337522846516986,7.721137090009687e-05,-0.0046658133384800266,0.0036845372790844763,0.5166666666666667,-0.00022923600205152145,0.0,1.288599460864934,0.9871794871794911,0.0,1.6249999999999964,0.5,False,True,False
DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,59,3,59,59,59,0.00036578712429322487,0.0003329633740288568,0.0018801588911058764,0.011526467448215083,0.0015006182445390377,-0.0010610528681906373,0.00482137065040239,0.0018235204729390095,-0.0014256672634654134,0.007893674728763261,0.6440677966101694,0.0026078896977481426,0.001934235976789197,0.9074642638107466,0.8666666666666719,0.5714285714285592,1.1999999999999957,0.6271186440677966,False,True,False
WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,59,5,59,59,59,0.00036578712429322487,0.0005549389567147614,0.00036112401297026066,0.007768183472376021,0.001011331346567869,-0.0016210854263027626,0.002343333452243284,0.0008925516680098988,-0.0024501758504226912,0.004856509265253106,0.576271186440678,0.0011807679237057422,0.0008888888888889364,0.48909696264572944,0.714285714285699,-1.0000000000000142,1.7948717948718023,0.576271186440678,False,False,True
PATENT OWNERS & LESSORS,58,6,58,58,58,0.0003595873425255431,0.0006659267480577136,-0.0006584155995694363,0.013322648919392261,0.001749349505847835,-0.004087140631031193,0.00277030943189232,-6.424392824813755e-05,-0.002816719540159022,0.0035331468446768233,0.5,0.00013535060378578982,-0.0001188354129530733,1.1617270305174099,1.0000000000000009,0.0,1.9142857142856786,0.4827586206896552,False,False,True
RETAIL-MISCELLANEOUS RETAIL,58,3,58,58,58,0.0003595873425255431,0.0003329633740288568,0.0011917595581239012,0.008180882047842574,0.0010742024393483505,-0.0009136772229988656,0.0032971963392466677,0.0004071359841828644,-0.004559343373402733,0.007301451769522679,0.5344827586206896,0.0010957886429466062,0.000989046312093558,1.079144727240947,0.8000000000000048,0.0,1.8484848484848466,0.5689655172413793,False,True,False
SERVICES-EDUCATIONAL SERVICES,58,5,58,58,58,0.0003595873425255431,0.0005549389567147614,0.0006546887271263319,0.006050356531068054,0.0007944507336240713,-0.0009024347107768477,0.0022118121650295114,0.0002450765714010882,-0.0032271245838158824,0.00403884583416642,0.5517241379310345,0.00039113528944353286,5.064523636483272e-17,0.8264871699881293,0.7666666666666799,-0.0500000000000019,1.8666666666666507,0.5172413793103449,False,False,True
LUMBER & WOOD PRODUCTS (NO FURNITURE),57,3,57,57,57,0.0003533875607578613,0.0003329633740288568,-0.0007931668052687118,0.006147794539094784,0.0008142952791618819,-0.002389185552426,0.0008028519418885767,-0.001047929393016012,-0.00441054197501173,0.0034339936093816257,0.45614035087719296,0.0006626905738971666,8.821683011199224e-17,-2.1879430511009366,0.9999999999990905,-3.000000000000012,4.23333333333332,0.5263157894736842,False,True,False
METAL CANS,57,3,57,57,57,0.0003533875607578613,0.0003329633740288568,-0.0007006884625773068,0.004167849490619774,0.0005520451509702952,-0.0017826969584790854,0.00038132003332447175,-0.000972122231050864,-0.0027610318143492948,0.0019205275510994799,0.43859649122807015,-0.0006724106058680819,-0.0017382235355466564,1.0833571681217118,1.5000000000000124,0.2222222222222175,2.1249999999999623,0.40350877192982454,False,True,False
SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,57,4,57,57,57,0.0003533875607578613,0.0004439511653718091,-0.0008393086054291075,0.021363992703299996,0.002829729961162234,-0.006385579329307086,0.004706962118448871,0.001477936105897114,-0.0050094526838071534,0.008032021402803683,0.5263157894736842,0.0005903605776240907,0.0024807493847742064,1.0235060513429022,0.7142857142856737,0.016842105263160528,1.8666666666666742,0.5789473684210527,False,True,False
"COMMERCIAL BANKS, NEC",56,3,56,56,56,0.00034718777899017954,0.0003329633740288568,0.002071219487657898,0.008169232688040309,0.001091659636838613,-6.84334005457833e-05,0.004210872375861579,0.001307236134555921,-0.0022419149891191262,0.006061602229869598,0.6428571428571429,0.003287976240859867,0.0007526881720429685,0.08819389867941663,0.8807947019867538,-1.4000000000000057,1.886227544910183,0.5714285714285714,False,True,False
"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",55,3,55,55,55,0.0003409879972224978,0.0003329633740288568,7.16592273731431e-05,0.008404618189076122,0.001133278485426237,-0.002149566604062281,0.0022928850588085675,0.00019680709966536148,-0.0030790727346233886,0.0019700711980801637,0.5454545454545454,-0.00026928663012694973,0.0009129854624622595,1.3975859827751025,0.6285714285714253,-2.9999999999999716,3.000000000000033,0.6181818181818182,False,True,False
HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,55,3,55,55,55,0.0003409879972224978,0.0003329633740288568,0.00010439196408170577,0.005858835713937456,0.0007900052465062727,-0.0014440183190705886,0.0016528022472340003,0.00042645277977574367,-0.002037132654390924,0.0035639365829095732,0.5454545454545454,0.002217027735814735,0.0035540726771595603,0.0030289815094536464,-0.14814814814811866,-1.944444444444413,1.923076923076923,0.6909090909090909,False,True,False
LABORATORY ANALYTICAL INSTRUMENTS,55,4,55,55,55,0.0003409879972224978,0.0004439511653718091,-0.00029916747388337664,0.0076752302254800625,0.0010349278324784754,-0.0023276260255411883,0.001729291077774435,-1.1205864687034023e-05,-0.003931423968191815,0.0027329311877032384,0.4909090909090909,0.0003551323838168806,4.209123391924787e-17,1.2835715926644191,0.9999999999999432,-2.838983050847525,4.08888888888896,0.509090909090909,False,True,False
RADIO BROADCASTING STATIONS,55,3,55,55,55,0.0003409879972224978,0.0003329633740288568,0.0017566412965449476,0.011194791789066141,0.0015095054168986048,-0.0012019893205763178,0.004715271913666213,0.0018297130784119349,-0.0039017815278924867,0.007257078746740834,0.6363636363636364,0.002204869417330254,0.0018430662557781528,0.8244346539764021,0.8499999999999996,0.45534230357670413,1.1599999999999966,0.6,False,True,False
PAPER MILLS,53,3,53,53,53,0.0003285884336871342,0.0003329633740288568,0.0004577464079164727,0.011337552158273487,0.0015573325582581227,-0.0025946254062694475,0.0035101182221023933,0.0013710046252265959,-0.001465262663397409,0.005245481219872668,0.6037735849056604,0.0014743827870915538,0.0021786492374727597,0.8564354713664424,0.8000000000000007,-0.09999999999999787,1.4054054054054024,0.6792452830188679,False,True,False
WATER TRANSPORTATION,51,4,51,51,51,0.00031618887015177064,0.0004439511653718091,-0.00016099209267021579,0.011010740670326239,0.001541812087105505,-0.0031829437833970054,0.002860959598056574,-0.0002605156408323102,-0.006190097531565048,0.005175370774559339,0.45098039215686275,-0.0008779198814404677,-0.0008349568605621123,1.356402144635668,1.0249999999999972,0.0,3.032258064516122,0.49019607843137253,False,True,False
RETAIL-EATING & DRINKING PLACES,49,3,49,49,49,0.0003037893066164071,0.0003329633740288568,0.0014976396594082175,0.004415572432967703,0.0006307960618525289,0.0002612793781772609,0.002733999940639174,0.0016085060542836748,-0.0007432007460582758,0.00372528126003455,0.6938775510204082,7.524508337327207e-05,1.5636944008805023e-16,0.9990650207670528,0.9999999999999787,0.5999999999999943,1.2857142857142836,0.5306122448979592,False,True,False
SUGAR & CONFECTIONERY PRODUCTS,49,3,49,49,49,0.0003037893066164071,0.0003329633740288568,-0.0012297605996852842,0.01004193306323616,0.0014345618661765944,-0.004041501857391409,0.001581980658020841,0.0002304039222446614,-0.002945569229678282,0.004262333556526963,0.5306122448979592,-0.0024877431064620065,-0.00021565279899362044,2.101920745141552,1.0200000000000007,0.3400000000000034,1.824324324324311,0.46938775510204084,False,True,False
"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",49,3,49,49,49,0.0003037893066164071,0.0003329633740288568,0.0017149602855982477,0.010443464029957966,0.001491923432851138,-0.0012092096427899826,0.004639130213986478,0.0022250681649179198,-0.001976598994603926,0.006642819320081176,0.6530612244897959,0.0023905102768428197,0.0028311234841692364,-0.39220165208940905,-0.2500000000000391,-3.500000000000014,1.833333333333324,0.6326530612244898,False,True,False
"ELECTRONIC COMPONENTS, NEC",47,3,47,47,47,0.00029138974308104355,0.0003329633740288568,0.0024307532383328607,0.013956471181261991,0.0020357605501953907,-0.0015593374400501053,0.006420843916715827,-0.0001752387628142912,-0.006594426348458542,0.010183776764336681,0.48936170212765956,0.0032834109370861613,0.001580527896317325,-8.768515704154014,0.5714285714285593,-13.300000000000125,5.799999999999983,0.5319148936170213,False,True,False
MINERAL ROYALTY TRADERS,46,3,46,46,46,0.0002851899613133618,0.0003329633740288568,-0.00426441284941612,0.01685913932885999,0.0024857444817350765,-0.00913647203361687,0.0006076463347846296,-0.0026173157759441495,-0.007342559400096416,0.004271665305502673,0.45652173913043476,-0.004693097339881978,-0.0017754105636928474,1.7209751523128454,1.0999999999999943,0.41025641025641063,2.2307692307692513,0.4782608695652174,False,True,False
"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",46,3,46,46,46,0.0002851899613133618,0.0003329633740288568,0.0003547305170387901,0.007030286485272467,0.001036559191717909,-0.0016769254987283114,0.0023863865328058913,-0.00028936677361427127,-0.0026181784190471872,0.00484318527305403,0.5,0.002011281357720067,0.0015461260951725874,0.4791630831770595,0.8461538461538555,0.0,1.1666666666666714,0.6521739130434783,False,True,False
PRINTING TRADES MACHINERY & EQUIPMENT,46,1,46,46,46,0.0002851899613133618,0.00011098779134295228,0.0009638811114631999,0.005489395005591931,0.0008093671377313968,-0.0006224784784903378,0.0025502407014167377,0.0010964027999244186,-0.002763837884216382,0.003285705722528306,0.5869565217391305,0.00040407775486208715,0.0002623543591804392,0.8990134801583964,0.935399006138536,0.8685739102111535,0.9733150872391181,0.8043478260869565,False,True,False
COMPUTER STORAGE DEVICES,45,3,45,45,45,0.00027899017954568,0.0003329633740288568,-0.0005897606190550464,0.011262442302110872,0.0016789057720126089,-0.0038804159321997596,0.002700894694089667,0.0003263135085697544,-0.002235733528707896,0.004641347330028602,0.5555555555555556,-0.00045739391159124076,0.00048441789116746546,6.526382993567074,0.9399999999999977,-0.1285714285714233,1.6891891891891893,0.5111111111111111,False,True,False
"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",44,3,44,44,44,0.0002727903977779982,0.0003329633740288568,-0.0012656591282035649,0.013299716747659831,0.0020050077395451587,-0.005195474297712076,0.0026641560413049464,4.7663099973183467e-05,-0.0034155357880069907,0.0030180377818656645,0.5227272727272727,-0.0019059160637590782,-0.0007812500000000657,1.3001989999633674,1.0789473684210624,0.5750000000000011,1.5249999999999986,0.4090909090909091,False,True,False
INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,44,4,44,44,44,0.0002727903977779982,0.0004439511653718091,0.00016117121079998719,0.011206392121512046,0.001689427178211377,-0.0031501060584943116,0.003472448480094286,-0.0013324888434277536,-0.006902234299895443,0.0020607562364280355,0.4090909090909091,0.00032133413872982786,-0.0009776763891151427,2.0206894998940386,1.6923076923076834,-3.222222222222134,6.666666666666762,0.45454545454545453,False,True,False
BITUMINOUS COAL & LIGNITE MINING,43,4,43,43,43,0.0002665906160103164,0.0004439511653718091,0.004663825665784794,0.02649133904522949,0.004039891330593805,-0.0032543613421790645,0.012582012673748654,0.004205962728099177,-0.003943374849992895,0.014735564866284656,0.6511627906976745,0.005423077076712379,0.006078431372548982,0.9509434656097553,0.12500000000006395,-3.125,1.4000000000000057,0.6511627906976745,False,True,False
BOOKS: PUBLISHING OR PUBLISHING & PRINTING,42,3,42,42,42,0.00026039083424263465,0.0003329633740288568,-0.00045076788829000734,0.005869682210325936,0.000905711628266188,-0.002225962679691736,0.0013244269031117213,-0.00017495523951384807,-0.003520905693702985,0.002588393846541635,0.4523809523809524,-8.069904880293227e-05,-0.00011918951132299045,0.9923794965154278,0.9500000000000242,0.4499999999999993,1.4647887323943551,0.5,False,True,False
HOUSEHOLD APPLIANCES,42,4,42,42,42,0.00026039083424263465,0.0004439511653718091,0.0032066246246524044,0.012436858461721259,0.0019190489236479793,-0.0005547112656976352,0.006967960515002444,0.0026670239762767523,-0.0014721930085783911,0.007522327233588085,0.5952380952380952,0.0035899352080475586,0.0021317365269461017,0.3223672957448446,0.7811764705882337,-0.15714285714285633,1.5142857142857176,0.6428571428571429,False,True,False
