blank_label_count,blank_label_level_count,blank_ticker_count,configured_label_level,configured_level_distinct_rows,configured_level_rows,configured_level_tickers,conflicting_level_ticker_count,conflicting_ticker_count,duplicate_identical_row_count,model_version_available,observed_label_levels,observed_label_levels_json,prediction_confidence_available,pseudo_sector_path,source_labels,source_modification_time_utc,source_path_length_bytes,source_rows,source_schema_json,source_tickers,training_timestamp_available,upstream_documented_model_metrics
0,0,0,hybrid,1291,1291,1291,0,0,0,False,['hybrid'],"[""hybrid""]",False,/user/ms16965_nyu_edu/divcap/curated/pseudo_sector,29,2026-08-10T22:19:44.925000+00:00,0,1291,"{""label_level"": ""string"", ""pseudo_sector"": ""string"", ""sec_type"": ""string"", ""ticker"": ""string""}",1291,False,"The upstream hybrid model documents held-out accuracy 0.683 and weighted F1 0.670; these are upstream results, not M2 runtime validation."
