sic_source,known_event_count,unknown_event_count,unknown_event_share,conflicting_ticker_count,events_blocked_by_list_date,temporal_limitation
metadata,38123,123173,0.7636457196706676,0,196,Direct SIC is current-reference metadata and is not guaranteed to be a point-in-time classification.
