ticker,n_days,total_volume,total_trades,last_close
AZO,1,269295,18538,2731.66
AZPN,1,178579,11253,189.81
AZTA,1,650065,14388,64.04
AZTD,1,25869,90,21.3837
AZTR,1,7971,75,1.03
AZUL,1,2092963,12034,7.42
AZZ,1,93121,3068,67.2
B,1,220069,5481,34.67
BA,1,5722860,77431,209.22
BAB,1,378595,711,26.57
BABA,1,33063341,260098,70.78
BABX,1,177423,811,13.21
BAC,1,35407091,124565,33.12
BACA,1,151,3,10.27
BACK,1,6384,91,2.06
BACpB,1,31901,279,25.15
BACpE,1,10997,97,22.59
BACpK,1,84076,505,24.8701
BACpL,1,5705,373,1193.0
BACpM,1,63862,473,23.63
BACpN,1,39215,440,22.52
BACpO,1,59377,398,19.84
BACpP,1,41083,281,18.85
BACpQ,1,26996,285,19.2
BACpS,1,172222,523,21.27
BAER,1,8455,155,5.76
BAERW,1,5968,12,0.2183
BAFN,1,4383,42,12.7
BAH,1,417919,12559,144.62
BAK,1,429494,3415,7.05
BALI,1,9566,146,27.6009
BALL,1,1872128,26842,59.14
BALT,1,154822,347,28.9
BALY,1,224308,3948,11.18
BAM,1,2352814,16771,39.98
BAMA,1,3887,9,27.7018
BAMB,1,3452,8,25.495
BAMD,1,13072,21,26.556
BAMG,1,11389,48,29.49
BAMO,1,5023,26,27.6986
BAMU,1,4266,10,25.22
BAMV,1,9317,32,28.3406
BAMY,1,3602,8,26.5349
BANC,1,1728280,16674,12.96
BANCpF,1,25141,280,22.44
BAND,1,120222,2762,14.17
BANF,1,41166,1700,86.9
BANL,1,11738,143,1.37
BANR,1,142575,3718,44.1
BANX,1,6678,61,18.51
BAOS,1,478797,4020,3.81
BAP,1,226176,5377,152.1
BAPR,1,8455,65,39.4
BAR,1,457381,692,20.1
BARK,1,2910182,6828,1.04
BARK.WS,1,1369,9,0.045
BASE,1,352703,6238,27.49
BATL,1,12258,241,6.36
BATRA,1,18606,644,43.53
BATRK,1,88206,2348,40.56
BATT,1,50459,423,8.87
BAUG,1,13605,106,37.32
BAX,1,7901087,72373,40.46
BAYAR,1,100,1,0.15
BAYAU,1,2535,18,10.3
BB,1,8467481,16596,2.79
BBAG,1,117779,627,45.8
BBAI,1,1921403,4839,1.72
BBAI.WS,1,56000,98,0.288
BBAR,1,829500,5448,5.05
BBAX,1,614980,1633,47.31
BBBI,1,645,17,50.0663
BBBL,1,114,5,49.3787
BBBS,1,8411,7,50.24
BBC,1,913,39,26.7269
BBCA,1,250383,1423,63.34
BBCB,1,885,24,45.3482
BBCP,1,52300,741,8.08
BBD,1,32761226,28047,2.73
BBDC,1,363580,2998,8.78
BBDO,1,15929,257,2.51
BBEM,1,522,19,48.6466
BBEU,1,343470,1722,56.04
BBGI,1,61458,149,0.8266
BBH,1,4853,192,162.38
BBHY,1,95330,237,45.85
BBIB,1,2,1,97.371
BBIN,1,46092,393,56.76
BBIO,1,1047824,14698,32.96
BBIP,1,0,0,98.005
BBJP,1,670293,2890,54.36
BBLB,1,86,17,89.7892
BBLG,1,19393,180,3.11
BBLGW,1,5975,115,7.5
BBLU,1,377413,260,11.04
BBMC,1,12867,64,85.0918
BBN,1,268702,1467,16.93
BBP,1,3135,73,58.2213
BBRE,1,15519,246,86.2413
BBSA,1,588,12,47.605
BBSB,1,115,8,98.45
BBSC,1,4025,42,59.72
BBSI,1,18697,1024,111.8
BBU,1,6497,74,22.84
BBUC,1,28748,474,24.38
BBUS,1,158409,976,90.1
BBVA,1,1842048,5875,9.81
BBW,1,102155,2800,22.13
BBWI,1,1869769,29535,44.37
BBY,1,1815312,33826,75.49
BC,1,464014,9993,84.68
BCAB,1,521523,3725,2.91
BCAL,1,46114,1049,15.61
BCAN,1,858630,2433,0.175
BCAT,1,230623,957,15.54
BCBP,1,68491,1210,10.29
BCC,1,195993,6969,137.53
BCD,1,16181,165,30.23
BCDA,1,1078490,2528,0.4021
BCDAW,1,6846,33,0.0221
BCDF,1,2470,13,23.8476
BCE,1,4848400,44378,37.95
BCEL,1,491841,1483,0.268
BCH,1,73771,1849,22.18
BCHP,1,1821,12,30.0808
BCI,1,215149,888,19.16
BCIM,1,136,4,20.2903
BCLI,1,1148921,682,0.3919
BCML,1,24088,417,19.91
BCO,1,177843,4633,81.47
BCOV,1,85169,1743,2.32
BCOW,1,370,1,7.6
BCPC,1,79283,3501,143.43
BCRX,1,1812454,15235,5.32
BCS,1,6272220,10221,7.35
BCSA,1,111865,7,10.97
BCSAW,1,10650,23,0.021
BCSF,1,188837,2525,14.93
BCTX,1,42873,430,3.92
BCTXW,1,3926,49,1.3799
BCUS,1,16388,74,26.6996
BCV,1,17077,85,15.335
BCVpA,1,581,17,23.57
BCX,1,184028,713,8.51
BCYC,1,70960,1356,16.8
BCpA,1,26547,341,24.54
BCpB,1,615374,1636,24.39
BCpC,1,23469,333,24.3
BDC,1,653577,14820,84.23
BDCX,1,1672,25,31.3293
BDCZ,1,709,7,18.504
BDEC,1,7231,33,39.46
BDGS,1,100,1,27.2946
BDJ,1,443757,1071,7.93
BDL,1,205,16,25.5098
BDN,1,2907734,12926,4.12
BDRX,1,1420346,6088,1.3
BDRY,1,414892,2179,12.55
BDSX,1,64003,1133,1.99
BDTX,1,1736749,6794,4.47
BDVG,1,6940,63,10.657
BDX,1,1633102,29159,240.71
BE,1,2932048,23696,11.52
BEAM,1,719235,10314,28.11
BEAT,1,8883,163,1.79
BEATW,1,170,2,0.37
BECN,1,506799,8813,86.33
BECO,1,432,8,20.0356
BEDU,1,1002,32,1.8
BEDZ,1,187,7,28.2703
BEEM,1,112549,1196,7.43
BEEMW,1,2068,21,1.2999
BEEP,1,8423,134,3.95
BEEZ,1,2780,27,29.3195
BEKE,1,3633438,24376,13.41
BELFA,1,4418,161,72.5
BELFB,1,80956,2119,69.84
BEMB,1,27,9,51.29
BEN,1,2244547,23809,26.83
BENF,1,159476,520,0.2995
BENFW,1,21176,23,0.01
BEP,1,565609,6256,23.95
BEPC,1,1499799,24827,25.4
BEPH,1,12943,134,16.13
BEPI,1,10488,79,16.83
BEPpA,1,10208,65,17.5154
BERY,1,3014829,43954,55.91
BERZ,1,254120,646,2.98
BEST,1,496,37,2.2
BETE,1,2129,53,59.2799
BETH,1,849,31,61.19
BETR,1,1182849,2258,0.5308
BETRW,1,33734,41,0.14
BETS,1,18432595,116371,3.5
BETZ,1,21404,300,18.22
BF.A,1,53528,1426,58.56
BF.B,1,1095678,15404,56.93
BFAC,1,629,11,10.9224
BFAC.WS,1,75955,34,0.0428
BFAM,1,304396,6594,99.0
BFC,1,15151,780,83.16
BFEB,1,33658,193,38.2
BFH,1,423772,8299,35.32
BFI,1,110587,445,0.581
BFIIW,1,9600,22,0.044848
BFIN,1,15943,371,10.42
BFIT,1,228,13,21.48
BFIX,1,379,7,22.9352
BFK,1,161272,944,10.18
BFLY,1,1062097,3673,0.9539
BFLY.WS,1,4838,15,0.033301
BFOR,1,2159,38,62.5484
BFRG,1,319861,1749,4.59
BFRGW,1,3751,21,0.7501
BFRI,1,307102,1178,0.729
BFRIW,1,9109,14,0.029
BFS,1,39344,945,37.96
BFST,1,28262,514,21.38
BFSpD,1,7455,25,22.855
BFSpE,1,5275,82,22.5
BFX,1,88530,387,0.5202
BFZ,1,35721,161,11.8
BG,1,2265639,33248,86.5
BGB,1,162155,583,11.59
BGC,1,1567457,12428,7.28
BGFV,1,287718,5646,5.06
BGH,1,50855,262,14.07
BGI,1,5119,49,3.88
BGIG,1,4578,19,26.4229
BGLC,1,45909,125,0.448
BGLD,1,8136,67,18.54
BGNE,1,237797,5318,142.88
BGR,1,42710,231,12.1
BGRN,1,17665,309,46.72
BGS,1,1071491,9978,9.8
BGSF,1,2800,126,10.22
BGT,1,97196,267,12.565
BGX,1,72885,503,11.93
BGXX,1,914155,2129,0.17
BGY,1,93747,363,5.32
BH,1,2438,226,151.73
BH.A,1,118,30,762.0
BHAC,1,168615,47,10.45
BHAT,1,58358,189,1.03
BHB,1,31318,508,24.99
BHC,1,1044777,8218,8.13
BHE,1,256438,5146,29.51
BHF,1,308898,6889,52.64
BHFAL,1,23031,186,23.41
BHFAM,1,29490,344,16.53
BHFAN,1,47959,346,19.94
BHFAO,1,20686,281,24.93
BHFAP,1,30440,381,24.31
BHIL,1,700410,1610,0.1776
BHK,1,130588,669,10.88
BHLB,1,210596,3721,22.64
BHM,1,4864,105,13.96
BHP,1,1781904,21854,60.04
BHR,1,137680,980,2.15
BHRB,1,10862,559,56.12
BHRpB,1,6180,122,13.13
BHRpD,1,561,6,21.4186
BHV,1,10232,30,10.85
BHVN,1,624113,8397,46.92
BHYB,1,0,0,53.8006
BIAF,1,9166,55,1.57
BIB,1,120107,994,56.165
BIBL,1,22715,199,36.37
BIDU,1,1874075,31786,103.17
BIG,1,571939,5801,5.57
BIGC,1,458034,5285,8.46
BIGZ,1,690848,2154,8.04
BIIB,1,730295,18968,240.3
BIL,1,5406347,12622,91.51
BILD,1,0,0,24.6762
BILI,1,5579818,35497,9.73
BILL,1,7329464,84031,75.75
BILS,1,409262,1604,99.17
BILZ,1,25833,103,100.82
BIMI,1,28870,199,2.65
BINC,1,291008,2908,52.23
BINV,1,16553,13,28.0452
BIO,1,130881,6988,326.11
BIO.B,1,158,4,321.02
BIOL,1,216989,921,0.4228
BIOR,1,375927,1184,0.8351
BIOX,1,42732,651,12.72
BIP,1,281494,2561,30.75
BIPC,1,329440,5884,35.94
BIPH,1,6729,70,18.09
BIPI,1,10213,119,18.03
BIPpA,1,12981,146,18.0
BIPpB,1,15155,135,17.5
BIRD,1,289299,2257,0.9572
BIRK,1,486876,9584,48.0
BIS,1,14850,89,18.29
BIT,1,92157,356,15.53
BITB,1,1988302,6465,24.85
BITC,1,2614,69,35.6666
BITE,1,1172,7,10.74
BITF,1,25448401,26006,2.52
BITI,1,3236875,6125,12.0
BITO,1,12545417,34864,21.58
BITQ,1,190354,1094,9.56
BITS,1,21990,216,50.85
BITX,1,1386081,6687,25.14
BIV,1,1214722,6060,75.26
BIVI,1,104507,475,1.1
BIZD,1,1028928,2737,16.01
BJ,1,760671,14203,66.66
BJAN,1,16841,79,42.2572
BJDX,1,44028,90,0.771
BJK,1,6012,59,43.99
BJRI,1,208867,4070,36.34
BJUL,1,7145,50,38.92
BJUN,1,2339,26,36.7459
BK,1,2799643,33435,55.11
BKAG,1,230640,751,41.8
BKCC,1,66258,585,3.72
BKCH,1,114668,1229,38.34
BKCI,1,4991,61,49.5349
BKD,1,764688,5905,5.47
BKE,1,352796,7411,38.75
BKEM,1,2583,31,55.3093
BKES,1,0,0,37.3783
BKF,1,1579,134,32.75
BKGI,1,430,5,26.9762
BKH,1,1600599,16247,51.25
BKHY,1,19000,187,47.31
BKIE,1,12909,159,71.1
BKIS,1,1,1,44.4262
BKIV,1,16,2,30.5021
BKKT,1,28869667,55101,0.8655
BKKT.WS,1,145198,178,0.142001
BKLC,1,26837,262,94.88
BKLN,1,4290786,9386,21.09
BKMC,1,4263,51,91.18
BKN,1,41586,256,11.8
BKNG,1,367870,25454,3840.22
BKR,1,8725762,66971,29.32
BKSE,1,2656,36,90.5337
BKSY,1,1888306,4671,1.42
BKSY.WS,1,69497,96,0.0436
BKT,1,33437,209,11.945
BKTI,1,12692,104,11.31
BKU,1,1166448,13987,26.02
BKUI,1,21,11,49.505
BKUS,1,0,0,50.472
BKWO,1,100,1,30.842
BKYI,1,24378,178,1.82
BL,1,574323,9925,61.75
BLAC,1,183491,9,10.57
BLACW,1,5100,3,0.015
BLBD,1,1532875,20576,30.33
BLBX,1,18226,246,2.6
BLCN,1,32353,179,23.2
BLCO,1,278035,3325,13.88
BLCR,1,181,8,29.29
BLCV,1,349,6,29.1621
BLD,1,213652,8483,390.92
BLDE,1,400021,3421,3.03
BLDEW,1,83246,177,0.073
BLDG,1,457,10,24.3631
BLDP,1,1620491,7710,3.15
BLDR,1,903835,22666,185.25
BLE,1,95045,556,10.71
BLES,1,17914,96,35.2027
BLEU,1,3675,29,10.71
BLEUR,1,17800,20,0.053
BLFS,1,303301,5196,18.61
BLFY,1,67320,804,8.83
BLIN,1,13125,41,0.82
BLK,1,475846,21515,793.2
BLKB,1,100880,2725,80.67
BLKC,1,1439,19,17.3999
BLLD,1,104,5,45.7643
BLMN,1,844774,11859,27.35
BLND,1,1086555,5860,2.73
BLNK,1,5851690,14448,2.74
BLOK,1,187641,1744,28.6
BLRX,1,406070,665,1.07
BLTE,1,20878,361,45.87
BLUA.WS,1,2702,18,0.065
BLUE,1,7910024,11560,1.05
BLV,1,3239456,6918,71.77
BLW,1,74292,399,13.86
BLX,1,60208,1054,23.49
BLZE,1,219144,4528,8.75
BMA,1,408703,4902,28.82
BMAR,1,14407,89,40.5378
BMAY,1,4701,54,34.86
BMBL,1,2084193,20312,12.96
BME,1,26167,224,42.58
BMEA,1,553566,6765,17.76
BMED,1,175,6,25.379
BMEZ,1,323846,1439,15.86
BMI,1,229309,7133,146.43
BMLpG,1,12501,49,21.4
BMLpH,1,13378,149,21.05
BMLpJ,1,17889,181,22.29
BMLpL,1,10187,98,21.94
BMN,1,14284,87,24.065
BMO,1,308688,5893,91.88
BMR,1,385073,1713,1.86
BMRA,1,63438,278,0.8507
BMRC,1,34115,990,17.31
BMRN,1,1099019,20300,88.15
BMTX,1,9881,163,2.07
BMTX.WS,1,17231,31,0.015
BMVP,1,2331,20,41.945
BMY,1,12805116,88306,48.71
BN,1,2606385,25800,40.53
BND,1,7987610,27488,72.425
BNDC,1,10572,41,22.025
BNDD,1,40224,223,14.49
BNDI,1,865,21,47.6017
BNDW,1,72978,819,68.13
BNDX,1,2950029,8376,48.6
BNE,1,2259,11,21.1009
BNED,1,455250,1411,0.7953
BNGE,1,516,11,24.8869
BNGO,1,1151400,3896,1.18
BNH,1,14011,209,17.86
BNJ,1,10811,145,16.13
BNKD,1,673918,2069,6.61
BNKU,1,395115,3966,22.21
BNL,1,1350858,7876,16.04
BNO,1,784951,2472,29.36
BNOV,1,3179,29,35.765
BNOX,1,55557,256,0.9184
BNR,1,26935,121,0.8301
BNRE,1,7067,123,40.55
BNRE.A,1,1767,24,40.63
BNRG,1,6183,38,4.4814
BNS,1,1892296,17419,45.86
BNTC,1,10307,72,2.82
BNTX,1,344193,8188,94.1
BNY,1,80421,171,10.59
BNZI,1,72175,318,1.45
BOAT,1,130211,666,30.94
BOC,1,90368,1658,14.75
BOCN,1,2148,29,10.9
BOCT,1,4306,28,39.5265
BODY,1,13398,248,10.28
BOE,1,109180,577,10.18
BOF,1,8585,54,1.415
BOH,1,307245,7989,61.12
BOHpA,1,9050,55,17.19
BOIL,1,16566084,102009,18.27
BOKF,1,156295,3615,81.52
BOLT,1,73469,213,1.06
BON,1,89346,193,0.5843
BOND,1,288828,1562,91.35
BOOM,1,230333,3671,17.42
BOOT,1,815191,17237,84.73
BORR,1,1252636,7216,6.29
BOSC,1,1828,20,2.75
BOTJ,1,2428,34,11.95
BOTZ,1,889893,6681,29.37
BOUT,1,9844,112,34.3358
BOWL,1,1985499,20338,14.82
BOX,1,1487821,13377,27.05
BOXL,1,48645,268,0.81
BOXX,1,155087,618,105.67
BP,1,8702393,50173,36.21
BPAY,1,260,2,22.7091
BPMC,1,886056,17576,74.16
BPOP,1,393942,10320,83.32
BPOPM,1,1799,80,25.34
BPRN,1,10952,271,31.47
BPT,1,87519,703,2.5
BPTH,1,98410,287,0.45
BPTS,1,2300,34,0.49
BPYPM,1,169037,474,13.05
BPYPN,1,17062,114,11.581
BPYPO,1,261465,851,12.85
BPYPP,1,18838,135,13.5
BQ,1,536783,1009,0.3188
BR,1,572679,13708,199.0
BRAG,1,10537,111,5.261
BRAZ,1,718,9,26.73
BRBR,1,2216134,18630,58.86
BRBS,1,431259,2835,2.5
BRC,1,491757,6126,61.45
BRCC,1,563118,5278,4.04
BRDG,1,165902,2407,9.36
BREA,1,18264,116,1.03
BREZ,1,1594,30,11.4199
BREZR,1,887,2,0.1127
BREZW,1,151915,61,0.205049
BRF,1,1325,18,16.015
BRFH,1,5053,31,1.25
BRFS,1,2262784,3868,2.87
BRID,1,863,25,10.81
BRK.A,1,10633,10546,597000.0
BRK.B,1,3275755,63940,397.49
BRKH,1,3099,25,10.8085
BRKHW,1,45550,39,0.1297
BRKL,1,449569,5844,9.76
BRKR,1,716020,15403,70.95
BRLN,1,31889,158,52.4319
BRLS,1,17842,291,8.2
BRLSW,1,32356,129,0.1
BRLT,1,75278,393,3.01
BRN,1,1655,36,2.401
BRNS,1,7973,79,2.5461
BRNY,1,1259,23,33.77
BRO,1,1415203,21242,79.95
BROG,1,10361,150,2.81
BROGW,1,8564,23,0.0075
BROS,1,1197411,13720,26.39
BRP,1,180418,3407,23.19
BRRR,1,154458,909,12.9079
BRSH,1,6635635,5532,0.104
BRSHW,1,3348,5,0.0098
BRSP,1,700764,5328,6.65
BRT,1,16820,294,16.39
BRTR,1,8126,140,50.49
BRTX,1,801575,2656,1.28
BRW,1,213734,845,7.39
BRX,1,4405613,27785,22.86
BRY,1,924429,7738,6.49
BRZE,1,701128,13087,58.62
BRZU,1,33664,547,88.97
BSAC,1,214119,3007,18.05
BSBK,1,5092,38,8.01
BSBR,1,475807,2508,5.64
BSCO,1,1514872,3177,20.94
BSCP,1,445068,1153,20.46
BSCQ,1,1018336,1464,19.26
BSCR,1,753193,1843,19.33
BSCS,1,228990,749,20.09
BSCT,1,165704,564,18.315
BSCU,1,126606,464,16.38
BSCV,1,56029,176,16.11
BSCW,1,52459,179,20.265
BSCX,1,30389,113,20.84
BSEP,1,2600,24,37.98
BSET,1,15238,279,15.4
BSFC,1,159366,278,0.1275
BSGM,1,69957,1330,0.7945
BSIG,1,367859,5856,21.58
BSJO,1,121153,378,22.74
BSJP,1,184119,778,22.925
BSJQ,1,118168,537,23.16
BSJR,1,51584,222,22.375
BSJS,1,41420,183,21.6
BSJT,1,11330,65,21.1698
BSJU,1,9340,55,25.555
BSJV,1,397,8,26.175
BSL,1,49143,282,13.58
BSM,1,582612,3304,16.02
BSMC,1,10785,13,27.4883
BSMO,1,73401,137,24.8
BSMP,1,33066,136,24.49
BSMQ,1,24909,118,23.67
BSMR,1,11647,56,23.7298
BSMS,1,7223,53,23.5703
BSMT,1,16312,97,23.33
BSMU,1,7209,55,22.23
BSMV,1,9336,60,21.45
BSMW,1,13806,44,25.695
BSR,1,160,1,26.1448
BSRR,1,26935,481,18.55
BSSX,1,6549,18,26.4
BST,1,72650,1090,36.87
BSTP,1,22618,57,29.327
BSTZ,1,381614,1885,18.1
BSV,1,2523910,7586,76.7
BSVN,1,17106,461,27.4
BSVO,1,161385,303,20.03
BSX,1,6761935,62917,65.02
BSY,1,647657,12368,52.33
BTA,1,11841,70,10.35
BTAI,1,1745981,7317,3.75
BTAL,1,65797,675,18.19
BTBD,1,4139,41,2.05
BTBT,1,8587059,21936,2.74
BTCM,1,129751,1078,3.97
BTCO,1,392115,1251,45.59
BTCS,1,240625,743,1.64
BTCT,1,84089,610,3.74
BTCTW,1,103983,73,0.042
BTCW,1,96369,697,48.45
BTCY,1,17886,77,0.775
BTDR,1,2099868,11304,8.25
BTE,1,5888159,7823,3.1
BTEC,1,2787,41,36.88
BTEK,1,1408,29,24.7814
BTF,1,57436,680,14.28
BTG,1,6418274,12075,2.66
BTHM,1,145,8,27.7371
BTI,1,10091766,66507,31.46
BTM,1,212595,1396,2.15
BTMD,1,40502,447,3.97
BTMWW,1,36009,32,0.11005
BTO,1,96776,830,28.14
BTOG,1,339461,2112,4.87
BTOP,1,109,22,35.962
BTR,1,251,2,23.1491
BTSG,1,1994674,9979,11.34
BTSGU,1,206787,32,45.93
BTT,1,126546,554,21.25
BTTR,1,400910,851,0.1753
BTTX,1,1527906,1844,0.1648
BTU,1,4795931,47135,25.98
BTZ,1,181097,757,10.86
BUCK,1,44430,97,25.13
BUD,1,2315652,25873,65.61
BUFB,1,14586,85,28.68
BUFC,1,17475,68,35.885
BUFD,1,100250,252,23.175
BUFF,1,44432,229,40.84
BUFG,1,46457,175,21.86
BUFQ,1,91873,446,27.81
BUFR,1,930495,2383,27.29
BUFT,1,10016,67,21.1398
BUFZ,1,24017,56,21.86
BUG,1,212358,1669,30.89
BUI,1,47900,344,20.92
BUL,1,1526,27,38.1388
BULD,1,271,10,22.93
BULZ,1,139579,3923,130.84
BUR,1,678585,8444,14.36
BURL,1,976282,19298,199.95
BURU,1,822176,886,0.1544
BUSA,1,23848,24,28.24
BUSE,1,181219,1760,22.9
BUXX,1,63147,321,20.265
BUYW,1,43439,113,13.45
BUYZ,1,2929,25,31.3399
BUZZ,1,16891,362,19.16
BV,1,320387,3868,8.39
BVFL,1,11273,446,12.95
BVN,1,296134,3753,15.28
BVS,1,82751,1878,4.41
BW,1,891906,3445,1.18
BWA,1,7395723,73805,31.48
BWAY,1,74057,604,6.1
BWB,1,39554,661,11.82
BWBBP,1,15753,103,18.8447
BWEB,1,818,20,43.3048
BWEN,1,48784,366,2.42
BWET,1,134944,384,18.29
BWFG,1,18975,328,25.05
BWG,1,104816,474,8.37
BWMN,1,80274,1215,36.25
BWMX,1,19502,273,13.385
BWNB,1,7129,94,16.83
BWSN,1,9695,147,19.82
BWTG,1,717,8,30.5357
BWX,1,209683,864,22.11
BWXT,1,300017,7546,83.84
BWZ,1,6061,92,26.445
BWpA,1,36861,403,11.47
BX,1,3332837,53610,127.84
BXC,1,81939,2736,117.71
BXMT,1,2992696,22791,18.55
BXMX,1,112280,435,13.1
BXP,1,1112006,19320,65.07
BXSL,1,830170,6636,28.44
BY,1,103887,1683,20.46
BYD,1,884753,15889,65.5
BYFC,1,1879,211,6.08
BYLD,1,53219,204,22.2
BYM,1,103591,290,11.47
BYND,1,1860758,13047,6.57
BYNO,1,68940,162,11.0
BYOB,1,1166,36,19.42
BYON,1,723869,12402,23.5
BYRE,1,233,8,22.7905
BYRN,1,264685,2382,8.89
BYSI,1,70427,281,1.145
BYU,1,158803,569,1.46
BZ,1,4849098,44771,14.3
BZFD,1,570630,1138,0.184
BZFDW,1,7145,16,0.0288
BZH,1,310395,5455,29.44
BZQ,1,11898,69,11.4131
BZUN,1,687640,3107,2.33
C,1,15625982,108907,54.29
CA,1,0,0,25.25
CAAP,1,179010,1897,16.32
CAAS,1,36454,312,3.24
CABA,1,2484990,20180,25.38
CABO,1,83754,5318,486.69
CAC,1,37984,975,31.89
CACC,1,42230,2983,555.93
CACG,1,3079,70,50.954
CACI,1,136411,5928,355.36
CACO,1,45963,117,0.525
CADE,1,1561918,15331,25.79
CADEpA,1,9129,100,20.48
CADL,1,7397,43,1.265
CAE,1,444330,4186,20.65
CAF,1,55226,353,12.65
CAFG,1,6588,42,23.5251
CAG,1,3962308,32707,28.1
CAH,1,2433735,33312,102.73
CAKE,1,1018911,16197,35.64
CAL,1,418244,8182,33.61
CALB,1,14651,493,23.41
CALC,1,16936,116,5.11
CALF,1,3165853,13184,47.57
CALM,1,377218,9075,55.5
CALT,1,3760,61,21.5
CALX,1,659286,10371,34.26
CALY,1,6310,11,50.23
CAML,1,55697,81,29.4802
CAMP,1,182969,2650,2.47
CAMT,1,417342,7895,79.19
CAMX,1,268,9,27.1387
CAN,1,25032639,27695,1.54
CANC,1,102,3,26.94
CANE,1,16364,114,13.97
CANF,1,8490,56,2.0
CANG,1,23247,238,1.2
CAOS,1,4587,42,83.51
CAPE,1,13214,126,26.7133
CAPL,1,56930,404,22.43
CAPR,1,125282,1132,3.98
CAPT,1,175001,3076,7.02
CAPTW,1,114303,22,0.11
CAR,1,292660,10047,166.14
CARA,1,712964,2417,0.5201
CARD,1,20,2,18.1785
CARE,1,29588,530,13.69
CARG,1,727589,12045,23.38
CARK,1,355,10,34.879
CARM,1,97847,1571,2.1
CARR,1,5363056,61384,55.06
CARS,1,324425,5351,18.71
CART,1,5721324,54631,26.07
CARU,1,26,6,19.2694
CARV,1,35045,229,1.59
CARY,1,53320,222,20.5
CARZ,1,2120,57,55.99
CASA,1,265765,664,0.2973
CASH,1,158411,4246,50.25
CASI,1,5019,92,6.26
CASS,1,31243,1230,43.09
CASY,1,307220,10887,285.02
CAT,1,1940727,44221,322.0
CATC,1,17830,733,65.94
CATH,1,29806,257,60.49
CATO,1,43386,814,6.85
CATX,1,2038167,5346,0.8525
CATY,1,268739,5622,39.28
CAUD,1,63530,236,0.847
CAVA,1,2342918,28046,52.77
CB,1,1517370,32141,244.34
CBAN,1,20012,422,11.4
CBAT,1,202356,658,0.9501
CBAY,1,2031142,16634,24.96
CBD,1,135302,641,0.7274
CBFV,1,2663,84,22.53
CBH,1,45827,189,8.75
CBL,1,68305,966,23.36
CBLS,1,5837,20,21.3731
CBNK,1,11799,223,20.58
CBOE,1,547140,12470,184.16
CBON,1,3999,66,21.8706
CBRE,1,1677523,23291,85.96
CBRGU,1,629,14,11.59
CBRL,1,504583,10675,80.59
CBSE,1,3191,31,25.5859
CBSH,1,432859,9377,50.47
CBT,1,383828,8677,80.07
CBU,1,174827,4044,44.04
CBUS,1,32238,1141,18.74
CBZ,1,325990,4880,65.13
CC,1,763486,11927,30.0
CCAP,1,135789,1430,16.03
CCB,1,30128,1115,38.16
CCBG,1,18208,429,28.06
CCCC,1,1692547,13094,5.62
CCCS,1,1772963,12320,11.21
CCD,1,117674,659,21.31
CCEF,1,20730,123,25.1524
CCEL,1,1900,53,5.5999
CCEP,1,1707959,19469,66.91
CCG,1,23546,237,3.5001
CCGWW,1,3182,17,0.058
CCI,1,2325157,30834,107.5
CCIA,1,978,9,25.63
CCIF,1,28154,101,8.08
CCJ,1,12494508,107964,44.72
CCK,1,1724992,24951,74.29
CCL,1,25039917,84547,15.69
CCLD,1,19619,196,1.24
CCLDO,1,3184,33,6.32
CCLDP,1,13008,153,7.4272
CCLP,1,299330,1056,1.98
CCMG,1,16329,8,25.9069
CCNE,1,39750,1148,20.34
CCNEP,1,250,5,22.2
CCO,1,621390,2789,1.66
CCOI,1,174769,5858,74.76
CCOR,1,10212,32,26.82
CCRD,1,12026,564,12.47
CCRN,1,428511,6092,20.27
CCRV,1,19118,127,20.28
CCS,1,223588,6839,87.45
CCSI,1,250333,4786,19.58
CCSO,1,4389,21,18.0996
CCTG,1,17817720,147587,4.75
CCTS,1,119,5,11.0101
CCU,1,55411,1144,11.89
CDAQW,1,251,1,0.0799
CDC,1,107686,564,55.3
CDE,1,2838140,12393,2.68
CDEI,1,37,5,63.728
CDIO,1,511661,2501,1.79
CDL,1,17577,297,57.74
CDLR,1,57125,567,17.68
CDLX,1,719143,7620,6.31
CDMO,1,739652,6092,6.62
CDNA,1,551720,8015,8.82
CDNS,1,1495592,43961,307.36
CDP,1,1162588,12489,23.35
CDRE,1,155676,3581,34.59
CDRO,1,15804,109,4.4
CDRpB,1,2033,14,14.74
CDRpC,1,5783,75,12.3
CDT,1,28516,655,3.235
CDTTW,1,5716,28,0.0925
CDTX,1,435277,1027,0.671
CDW,1,1075749,23724,243.96
CDX,1,603,20,23.035
CDXC,1,36310,386,1.52
CDXS,1,297458,2261,2.92
CDZI,1,171521,1452,2.64
CDZIP,1,6149,44,13.5
CE,1,452427,13302,148.9
CEAD,1,10177,49,0.54
CEADW,1,14894,5,0.0119
CECO,1,115615,2713,20.07
CEE,1,10843,67,9.65
CEF,1,253526,780,18.51
CEFA,1,112,6,29.5365
CEFD,1,1186,29,19.345
CEFS,1,52502,269,19.55
CEG,1,1212249,24308,130.72
CEI,1,2211348,3742,0.1635
CEIX,1,702139,15188,85.78
CELC,1,96796,1442,14.47
CELH,1,2758859,44916,58.71
CELU,1,1267080,2079,0.4
CELUW,1,6093,29,0.0355
CELZ,1,2101,60,4.23
CEM,1,21454,264,40.34
CEMB,1,59867,375,44.11
CENN,1,103330,1360,1.24
