ticker,ex_date,ex_ym,cash_amount,n_distributions,frequency,pay_date,record_date,declaration_date,prev_close,ex_open,ex_close,pre_avg_ret,pre_avg_abn_ret,pre_vol,pre_avg_volume,pre_avg_dollar_volume,post_avg_ret,post_avg_abn_ret,post_close,mkt_prev_close,mkt_ex_open,n_bars,n_bars_pre,n_bars_post,max_span_days,drop_ratio,drop_pct,div_yield,capture_ret,mkt_overnight_ret,capture_ret_abn,hold_ret,has_core,window_complete,window_contiguous,drop_ratio_extreme,low_yield
CHPY,2026-07-29,2026-07,0.5428,1,52,2026-07-30,2026-07-29,2026-01-06,65.57,64.47,61.65,-0.030313179238610682,-0.02813269563707549,0.01798454117681246,742338.3923778,5.155020444091369E7,0.033955434287822404,0.021219211125480975,67.99,740.86,739.97,9,5,3,7,2.026529108327182,0.016775964617965447,0.00827817599511972,-0.008497788622845729,-0.0012013065896390497,-0.0072964820332066796,0.04518529815464392,true,true,true,false,false
CHY,2026-07-14,2026-07,0.1,1,12,2026-07-21,2026-07-14,2026-07-01,13.68,13.58,13.6,0.0042750002725419345,0.0037675359914890183,0.008512858418495129,168589.2662954,2295473.0984669738,-0.013900607915377838,-0.010116579398849431,13.04,749.17,750.91,9,5,3,7,0.9999999999999964,0.007309941520467811,0.007309941520467837,2.6375912500232155E-17,0.0023225703111443455,-0.002322570311144319,-0.03947368421052636,true,true,true,false,false
CRXP,2026-08-03,2026-08,0.07503,1,12,2026-08-05,2026-08-03,2026-01-19,19.5753,19.535,19.535,-7.587760879174954E-4,-0.0035020047257679487,0.0024290854684565328,11.2001016,219.736591868,7.70155431656816E-4,-0.004041367040017156,19.58,747.03,749.44,9,5,3,7,0.5371184859389371,0.0020587168523597825,0.0038328914499394648,0.0017741745975796822,0.0032261087238800073,-0.001451934126300325,0.004072989941405736,true,true,true,false,true
CVNY,2026-07-16,2026-07,0.3107,1,52,2026-07-17,2026-07-16,2026-01-06,22.29,22.09,21.96,0.009737767739525005,0.008695694082274746,0.03483835198032634,20252.264036400004,438535.09444759914,-0.016768469730777575,-0.0157117020745486,20.85,754.81,752.76,9,5,3,7,0.6437077566784657,0.008972633467922804,0.013938986092418124,0.00496635262449532,-0.0027159152634437206,0.007682267887939041,-0.05066397487662619,true,true,true,false,false
CWY,2026-07-02,2026-07,0.30224,1,52,2026-07-07,2026-07-02,2026-07-01,19.44,19.1018,19.025,,,,2317.7144,45056.367936,8.495075129702304E-4,5.541454263624882E-4,19.07,745.76,747.4,5,1,3,6,1.11897829539439,0.01739711934156381,0.015547325102880658,-0.0018497942386831528,0.0021990989058141845,-0.004048893144497337,-0.0034855967078189806,true,false,true,false,false
DIVN,2026-07-27,2026-07,0.07887531,1,12,2026-07-28,2026-07-27,2026-07-24,29.8162,29.8902,29.834,0.0026184843479999664,0.003657149517265118,0.006498714788423626,58733.86704,1741625.7794297556,-0.0016205875845044515,-0.0028783012715477194,29.6856,738.93,744.91,9,5,3,7,-0.9381896565604828,-0.002481872270779027,0.0026453843883526406,0.005127256659131668,0.008092782807573138,-0.0029655261484414705,-0.0017347847814274658,true,true,true,false,true
DRAY,2026-07-30,2026-07,0.1461,1,52,2026-07-31,2026-07-30,2026-01-06,14.9086,14.58,14.5436,0.01191937648384847,0.014859412497409186,0.016475988458984996,3721.9428368,54380.638973446,9.538172269842141E-4,-0.012203449409275017,14.5846,729.46,736.05,9,5,3,7,2.2491444216290195,0.022040969641683308,0.009799712917376548,-0.012241256724306761,0.009034080004386694,-0.021275336728693455,-0.011932709979474923,true,true,true,false,false
DSM,2026-07-14,2026-07,0.03,1,12,2026-07-31,2026-07-14,2026-06-29,6.07,6.07,6.08,6.816650439944727E-6,-5.006476306129715E-4,0.004263552026560337,111790.886919,677701.4732661701,-0.0021975074400229686,0.001586521076505439,6.04,749.17,750.91,9,5,3,7,0.0,0.0,0.004942339373970346,0.004942339373970346,0.0023225703111443455,0.002619769062826,-4.11532422637002E-17,true,true,true,false,true
EAOK,2026-08-04,2026-08,0.065054,1,12,2026-08-07,2026-08-04,2025-09-05,28.0643,28.2408,28.2408,0.0010872382708245198,-0.004618048448716577,0.006022233419261298,67.12249999999999,1875.1704375619997,1.641057737431506E-4,-6.762084886896188E-4,28.2544,757.67,760.63,9,5,3,7,-2.7131306299382167,-0.006289128893291505,0.002318033943479795,0.0086071628367713,0.003906714004777854,0.004700448831993446,0.009091764269908783,true,true,true,false,true
EDGQ,2026-07-20,2026-07,0.0673,1,52,2026-07-23,2026-07-20,2026-02-25,27.04,27.24,27.0051,-0.005602534762742889,-0.003652162373571327,0.011411089100002466,17124.83484,470674.433359762,-0.00214903062601568,-4.2547294875872055E-4,26.8246,743.29,747.06,9,5,3,7,-2.971768202080227,-0.007396449704141985,0.002488905325443787,0.009885355029585773,0.005072044558651377,0.004813310470934396,-0.00547707100591712,true,true,true,false,true
EVMO,2026-07-31,2026-07,0.217833,1,12,2026-08-06,2026-07-31,2026-01-29,49.94,49.64,49.58,8.534537470082926E-4,-1.439638447462699E-4,0.0012833936118376841,36049.45724119999,1797180.7495305282,0.002081386618701423,-0.008010438383734164,49.89,741.69,744.68,9,5,3,7,1.3772018013799432,0.0060072086503804,0.004361894273127754,-0.0016453143772526464,0.004031333845676624,-0.00567664822292927,0.0033606928313977343,true,true,true,false,true
FLDR,2026-07-30,2026-07,0.172,1,12,2026-08-03,2026-07-30,2026-02-06,50.18,50.03,50.02,3.490725150416263E-4,0.0032891085286023414,2.5100332219485887E-4,203879.08927579998,1.0225197510277765E7,5.333733200047671E-4,-0.012623893316254464,50.1,729.46,736.05,9,5,3,7,0.8720930232558057,0.002989238740534049,0.003427660422479075,4.3842168194502604E-4,0.009034080004386694,-0.008595658322441668,0.0018333997608609345,true,true,true,false,true
FRMEP,2026-07-30,2026-07,0.4688,1,4,2026-08-14,2026-07-30,2026-07-13,25.6,25.19,25.2,-0.03759398496240607,-0.022206462353546175,,5493.096666666667,142366.09183333334,-0.002980135062639999,-0.01370155641816645,,729.46,736.05,6,3,2,7,0.8745733788395907,0.016015625000000006,0.0183125,0.0022968749999999942,0.009034080004386694,-0.0067372050043867,,true,false,true,false,false
GBF,2026-07-01,2026-07,0.327317,1,12,2026-07-07,2026-07-01,2025-09-04,,103.35,103.31,,,,,,-0.001136686001292612,-0.002023827215017001,102.9573,,745.0,4,0,3,6,,,,,,,,false,false,true,,
GOVM,2026-07-01,2026-07,0.1264,1,12,2026-07-07,2026-07-01,2026-05-14,,24.935,24.935,,,,,,-1.9931740881159085E-4,-0.0010864586225359796,24.92,,745.0,4,0,3,6,,,,,,,,false,false,true,,
GRNB,2026-08-03,2026-08,0.0935,1,12,2026-08-06,2026-08-03,2026-01-13,23.79,23.73,23.74,-1.0402926829852777E-4,-0.002847257906148981,0.00165666605573568,23723.2097768,564552.7083107425,0.0010683368432091722,-0.0037431856284647993,23.816,747.03,749.44,9,5,3,7,0.6417112299465104,0.002522068095838534,0.003930222782681799,0.0014081546868432652,0.0032261087238800073,-0.001817954037036742,0.005023118957545179,true,true,true,false,true
IBTO,2026-07-01,2026-07,0.081319,1,12,2026-07-07,2026-07-01,2026-06-30,,23.99,24.005,,,,,,-8.310230791622741E-4,-0.001718164292886663,23.945,,745.0,4,0,3,6,,,,,,,,false,false,true,,
JSI,2026-07-31,2026-07,0.24474,1,12,2026-08-06,2026-07-31,2026-04-09,51.27,51.02,50.98,5.371739661347297E-4,-4.602436256198328E-4,4.547991126154243E-4,103806.5832836,5317511.256627684,0.0013070354396758448,-0.008784789562759743,51.18,741.69,744.68,9,5,3,7,1.0214921957996241,0.0048761458942851565,0.004773551784669397,-1.0259410961575944E-4,0.004031333845676624,-0.004133927955292383,0.003018139262726674,true,true,true,false,true
LFBE,2026-07-02,2026-07,0.83333333,1,12,2026-07-06,2026-07-02,2026-01-22,184.6331,183.8242,183.8242,,,,12.0,2215.5972,-0.004305824579695379,-0.004601186666303121,181.4569,745.76,747.4,5,1,3,6,0.9706800038827471,0.004381121261572397,0.004513455767140345,1.3233450556794735E-4,0.0021990989058141845,-0.002066764400246237,-0.012689310150780238,true,false,true,false,true
LLDR,2026-07-01,2026-07,0.174,1,12,2026-07-07,2026-07-01,2026-01-15,,44.6699,44.5438,,,,,,-0.0032559249829242263,-0.004143066196648615,44.1091,,745.0,4,0,3,6,,,,,,,,false,false,true,,
MLPR,2026-07-14,2026-07,1.7670000000000001,1,4,2026-07-22,2026-07-14,,73.6739,72.79,72.2722,0.0054374322589072765,0.00492996797785436,0.020421831582502555,723.47988,52318.574933676,-0.007108401516361902,-0.003324372999833495,70.69,749.17,750.91,9,5,3,7,0.5002263723825676,0.011997464502354253,0.023984070342414343,0.01198660584006009,0.0023225703111443455,0.009664035528915744,-0.016517382682333978,true,true,true,false,false
MSFO,2026-07-09,2026-07,0.0579,1,52,2026-07-10,2026-07-09,2026-01-07,10.611,10.5,10.58,-0.0018260554891978975,-0.0017190531322485159,0.008409787806118231,61547.5479328,657401.635176007,0.0014800486511041822,0.0014118377741231258,10.625,745.4,747.35,9,5,3,8,1.9170984455958662,0.010460842521911285,0.005456601639807746,-0.005004240882103539,0.002616045076469071,-0.007620285958572609,0.006775987183111803,true,true,true,false,false
MTGP,2026-07-28,2026-07,0.15,1,12,2026-07-30,2026-07-28,2025-12-10,43.795,43.7686,43.865,-1.415507163408103E-4,0.002928308704091054,0.0017202736216020175,10310.3229,450838.6992865,-0.002648826772045254,-0.005508185991173087,43.5156,739.09,739.19,9,5,3,7,0.17600000000001614,6.028085397877023E-4,0.003425048521520721,0.002822239981733019,1.3530151943609402E-4,0.002686938462296925,-0.002954675191231934,true,true,true,false,true
NI,2026-07-31,2026-07,0.3,1,4,2026-08-20,2026-07-31,2026-05-11,45.07,44.75,44.43,-0.008674920964411498,-0.00967233855616606,0.012751392542156993,4075764.111564,1.8560036106506294E8,-0.011376412357595825,-0.021468237360031412,42.91,741.69,744.68,9,5,3,7,1.0666666666666678,0.007100066563124036,0.006656312402928777,-4.437541601952584E-4,0.004031333845676624,-0.004475088005871882,-0.041269136898158504,true,true,true,false,false
