ticker,ex_date,ex_ym,cash_amount,n_distributions,frequency,pay_date,record_date,declaration_date,prev_close,ex_open,ex_close,pre_avg_ret,pre_avg_abn_ret,pre_vol,pre_avg_volume,pre_avg_dollar_volume,post_avg_ret,post_avg_abn_ret,post_close,mkt_prev_close,mkt_ex_open,n_bars,n_bars_pre,n_bars_post,max_span_days,drop_ratio,drop_pct,div_yield,capture_ret,mkt_overnight_ret,capture_ret_abn,hold_ret,has_core,window_complete,window_contiguous,drop_ratio_extreme,low_yield
STIP,2026-08-03,2026-08,0.739241,1,12,2026-08-06,2026-08-03,2025-09-04,101.36,100.6,100.6,6.181109485972336E-4,-0.0021251176892532198,0.001205747862876535,1015548.9228712,1.02883324883542E8,-1.6566605266747173E-4,-0.004977188524341443,100.55,747.03,749.44,9,5,3,7,1.0280815052195496,0.00749802683504346,0.007293222178374113,-2.0480465666934767E-4,0.0032261087238800073,-0.003430913380549355,-6.980958958169123E-4,true,true,true,false,false
TAXF,2026-08-06,2026-08,0.1714,1,12,2026-08-10,2026-08-06,2026-01-20,50.09,49.87,49.87,9.514837987637248E-4,-0.008417328325630968,0.0015803427277470182,37042.682161,1850021.0028285813,0.0030078203328656183,-0.003107512237135568,,769.79,770.21,7,5,1,7,1.2835472578763476,0.004392094230385425,0.003421840686763825,-9.702535436216004E-4,5.456033463672856E-4,-0.001515856889988886,,true,false,true,false,true
TDAX,2026-07-01,2026-07,0.11638,1,52,2026-07-02,2026-07-01,2026-01-09,,25.44,25.04,,,,,,-0.009588964890411278,-0.010476106104135666,24.31,,745.0,4,0,3,6,,,,,,,,false,false,true,,
TIPB,2026-07-01,2026-07,1.0673,1,12,2026-07-08,2026-07-01,2026-01-22,,98.2714,98.2714,,,,,,4.0221210057134194E-4,-4.849291131530468E-4,98.3897,,745.0,4,0,3,6,,,,,,,,false,false,true,,
TXXI,2026-07-01,2026-07,0.12919,1,12,2026-07-07,2026-07-01,2026-01-13,,50.7,50.7158,,,,,,-2.4118475585906593E-4,-0.0011283259695834547,50.6789,,745.0,4,0,3,6,,,,,,,,false,false,true,,
TYYY,2026-08-05,2026-08,0.1295,1,52,2026-08-06,2026-08-05,2026-08-04,35.3308,34.6061,34.6061,0.023944751796863728,0.009885345125676459,0.010822091608326716,65.3276,2221.1755857800003,0.009239157768105966,0.006980410668857351,,771.33,775.85,8,5,2,7,5.5961389961390395,0.02051184801929211,0.003665357138813726,-0.016846490880478383,0.0058600080380640995,-0.022706498918542484,,true,false,true,false,true
UDI,2026-07-27,2026-07,0.13295,1,12,2026-07-29,2026-07-27,2026-07-24,36.9889,37.03,36.893,0.002901448794523781,0.003940113963788933,0.005396795466918585,1258.87376,46300.091782424,-8.41604338969552E-5,-0.001341874120940223,36.88,738.93,744.91,9,5,3,7,-0.30913877397517964,-0.0011111441540570316,0.003594321539705155,0.004705465693762186,0.008092782807573138,-0.003387317113810952,6.501950585175977E-4,true,true,true,false,true
XIMR,2026-07-01,2026-07,0.1921,1,12,2026-07-02,2026-07-01,2026-01-05,,31.29,31.335,,,,,,3.20408095069354E-4,-5.667331186550347E-4,31.3651,,745.0,4,0,3,6,,,,,,,,false,false,true,,
XSHP,2026-08-05,2026-08,0.52,1,12,2026-08-06,2026-08-05,2026-06-18,15.408,13.93,13.275,0.026438246240689328,0.01237883956950206,0.048338243594667984,12008.026398599999,176817.89617122328,0.10094857772752908,0.09868983062828046,,771.33,775.85,8,5,2,7,2.8423076923076915,0.09592419522326064,0.03374870197300104,-0.06217549325025959,0.0058600080380640995,-0.06803550128832368,,true,false,true,false,false
YBST,2026-07-13,2026-07,0.13074,1,52,2026-07-15,2026-07-13,2026-07-10,13.515,13.29,13.24,-0.001559842461571398,-0.002793368257726442,0.004102427666222788,1963.2097599999997,26600.0728954,-0.002879947812432245,-0.0035785064228349706,13.125,754.95,752.47,9,5,3,7,1.72097292335935,0.016648168701442947,0.00967369589345172,-0.006974472807991226,-0.003284985760646424,-0.0036894870473448017,-0.019183129855715915,true,true,true,false,false
YFYA,2026-07-27,2026-07,0.05,1,12,2026-07-28,2026-07-27,2026-07-02,9.765,9.7,9.725,-5.10921360661859E-4,5.277438086032926E-4,0.0011033732816134146,3881.86852,37947.9805983,1.7245099531944716E-4,-0.0010852626917238206,9.73,738.93,744.91,9,5,3,7,1.3000000000000256,0.006656426011264852,0.005120327700972862,-0.0015360983102919892,0.008092782807573138,-0.009628881117865128,0.0015360983102918444,true,true,true,false,false
ZCBB,2026-08-03,2026-08,0.1667,1,12,2026-08-06,2026-08-03,2026-01-19,48.7031,48.6161,48.6161,-2.370758548526919E-4,-0.0029803044927031452,0.00198191751779737,8.991000000000001,438.59529892,3.6845595287389915E-4,-0.004443066518800072,48.6694,747.03,749.44,9,5,3,7,0.521895620875802,0.0017863339294623174,0.003422780069441165,0.0016364461399788473,0.0032261087238800073,-0.00158966258390116,0.0027308323289483407,true,true,true,false,true
AAPY,2026-07-22,2026-07,0.25,1,12,2026-07-23,2026-07-22,2025-12-17,27.8919,27.71,27.45,3.0048554923861603E-4,0.0024477068313475125,0.01697633809369709,5830.4978482,163599.25224244996,0.012002516702807867,0.015708107136194232,28.43,748.28,746.62,9,5,3,7,0.7275999999999954,0.00652160663131586,0.008963175688999315,0.002441569057683455,-0.002218420911958048,0.004659989969641503,0.028255515042001442,true,true,true,false,false
ABNG,2026-07-31,2026-07,20.22409933,1,0,2026-08-03,,,,,,0.08181356084497005,0.08050787774501666,0.0029872578261146165,4226.716666666666,82963.37331833332,,,,741.69,744.68,3,3,0,7,,,,,0.004031333845676624,,,false,false,true,,
ADAMM,2026-07-01,2026-07,0.6549289,1,4,2026-07-15,2026-07-01,2026-06-11,,24.8,24.95,,,,,,-0.0014664451610234923,-0.002353586374747881,24.84,,745.0,4,0,3,6,,,,,,,,false,false,true,,
AGNCP,2026-07-01,2026-07,0.5488,1,4,2026-07-15,2026-07-01,2026-06-11,,24.58,24.71,,,,,,0.004702475653778053,0.0038153344400536637,25.06,,745.0,4,0,3,6,,,,,,,,false,false,true,,
AIPI,2026-07-15,2026-07,0.243583,1,52,2026-07-16,2026-07-15,2026-07-14,36.44,36.45,36.02,-7.412370795489842E-5,-0.0022415952544752316,0.012949737022487253,155037.051619,5679477.81656,-0.007143944380903118,-0.0015005472345728244,35.25,751.83,754.24,9,5,3,7,-0.041053768120127905,-2.7442371020870243E-4,0.006684495060373216,0.006958918770581919,0.0032055118843355122,0.003753406886246407,-0.025971926454445602,true,true,true,false,false
ALTY,2026-07-06,2026-07,0.079,1,12,2026-07-13,2026-07-06,2026-07-02,12.3891,12.35,12.34,0.002354368932038886,0.0036684646196596393,,23959.2864085,296540.45111178,6.224636013659376E-4,4.1448680849335656E-4,12.363,744.78,748.74,6,2,3,5,0.49493670886075275,0.0031560000322864027,0.006376572955259059,0.0032205729229726563,0.005317006364295546,-0.0020964334413228897,0.0042698823966228735,true,false,true,false,false
AMAX,2026-07-30,2026-07,0.0743,1,12,2026-07-31,2026-07-30,2026-04-24,7.46,7.38,7.4,0.0010192947173129352,0.00395933073087365,0.005519570124949346,31658.692116000002,236421.40949839997,0.004486957136197622,-0.00867030950006161,7.5,729.46,736.05,9,5,3,7,1.0767160161507412,0.010723860589812341,0.009959785522788204,-7.640750670241376E-4,0.009034080004386694,-0.009798155071410831,0.015321715817694375,true,true,true,false,false
AMP,2026-08-03,2026-08,1.7,1,4,2026-08-21,2026-08-03,2026-07-20,545.84,546.49,552.07,0.003668965487055753,9.257368492052997E-4,0.011581013101893817,539021.4122941999,2.9269492153873676E8,0.004678756373911908,-1.3276609776206408E-4,559.82,747.03,749.44,9,5,3,7,-0.38235294117645724,-0.001190825150227131,0.003114465777517221,0.0043052909277443525,0.0032261087238800073,0.0010791822038643453,0.02872636670086475,true,true,true,false,true
AMYY,2026-08-07,2026-08,0.21253,1,52,2026-08-11,2026-08-07,2026-08-06,14.5718,14.37,14.365,0.003673993075240939,-0.0034954160837097625,0.0042916266375206645,23723.937643,343070.20500207046,,,,768.56,771.02,6,5,0,7,0.9495130099280121,0.013848666602616041,0.014585020381833404,7.363537792173632E-4,0.00320079108983038,-0.0024644373106130165,,true,false,true,false,false
AVMU,2026-08-06,2026-08,0.1381,1,12,2026-08-10,2026-08-06,2026-01-27,45.57,45.425,45.34,4.684643449384962E-4,-0.008900347779456197,0.0020691001205385548,28544.454665999998,1297516.221764702,0.004197176885752052,-0.0019181556842491343,,769.79,770.21,7,5,1,7,1.0499637943519415,0.003181917928461776,0.003030502523590081,-1.5141540487169467E-4,5.456033463672856E-4,-6.970187512389803E-4,,true,false,true,false,true
BABO,2026-07-23,2026-07,0.0817,1,52,2026-07-24,2026-07-23,2026-01-06,8.44,8.2801,8.23,-0.0011537969422685812,-7.055460470475894E-5,0.02952409080686022,41413.8603098,350061.20204644935,0.0013505968493261096,1.414706644537652E-4,8.26,747.41,739.37,9,5,3,7,1.957160342717263,0.0189454976303318,0.009680094786729859,-0.00926540284360194,-0.010757148017821495,0.0014917451742195546,-0.011646919431279589,true,true,true,false,false
BKFI,2026-08-03,2026-08,0.0905,1,12,2026-08-06,2026-08-03,2026-07-31,23.48,23.315,23.44,-9.516912520312337E-4,-0.003694919889881687,0.003377869962172137,10706.9225026,251811.765021256,9.998552870913076E-4,-0.003811667184582664,23.51,747.03,749.44,9,5,3,7,1.8232044198894934,0.007027257240204393,0.0038543441226575807,-0.003172913117546812,0.0032261087238800073,-0.006399021841426819,0.0051320272572402525,true,true,true,false,true
CBRL,2026-07-17,2026-07,0.25,1,4,2026-08-12,2026-07-17,2026-05-21,51.05,50.82,53.61,0.0034823141684491854,0.004872429252636701,0.03157259936054082,918371.8663529999,4.748752479300012E7,-0.0026999781995267944,-0.004554710212073172,53.17,750.72,742.08,9,5,3,7,0.9199999999999875,0.004505386875612084,0.004897159647404506,3.9177277179242167E-4,-0.011508951406649598,0.01190072417844202,0.0464250734573948,true,true,true,false,true
CGHM,2026-07-31,2026-07,0.1139,1,12,2026-08-03,2026-07-31,2026-07-30,25.52,25.37,25.38,2.216470531141157E-6,-9.952011212234213E-4,0.00243117273055137,440264.88736000005,1.12468038968984E7,0.0011813106143527818,-0.008910514388082805,25.47,741.69,744.68,9,5,3,7,1.316944688323078,0.005877742946708409,0.004463166144200627,-0.0014145768025077812,0.004031333845676624,-0.0054459106481844054,0.002503918495297778,true,true,true,false,true
CLOZ,2026-08-04,2026-08,0.13828494,1,12,2026-08-10,2026-08-04,2026-01-28,26.4,26.3,26.29,6.55606733956926E-7,-0.00570463111280714,0.0013223512648779972,385603.3445482,1.0179369653966535E7,1.9029493882076012E-4,-6.500193236120092E-4,26.305,757.67,760.63,9,5,3,7,0.7231445448795644,0.0037878787878787073,0.005238065909090909,0.0014501871212122019,0.003906714004777854,-0.0024565268835656517,0.0016395810606061037,true,true,true,false,false
CPII,2026-07-02,2026-07,0.1659,1,12,2026-07-07,2026-07-02,2025-12-23,19.08,18.92,18.92,,,,42.806,816.7384799999999,0.001495837725055053,0.0012004756384473108,19.005,745.76,747.4,5,1,3,6,0.9644364074743617,0.00838574423480066,0.00869496855345912,3.092243186584593E-4,0.0021990989058141845,-0.0018898745871557252,0.004764150943396264,true,false,true,false,false
DBND,2026-08-03,2026-08,0.200663,1,12,2026-08-07,2026-08-03,2026-02-13,44.91,44.89,44.82,-4.148134942436321E-4,-0.0031580421320940855,0.0024508391092685875,86189.74898,3881076.8193254196,7.83443051041055E-4,-0.004028079420632917,44.925,747.03,749.44,9,5,3,7,0.09966959529158849,4.4533511467370347E-4,0.004468114005789357,0.004022778891115654,0.0032261087238800073,7.966701672356465E-4,0.004802115341794714,true,true,true,false,true
DFSB,2026-07-21,2026-07,0.617834,1,12,2026-07-23,2026-07-21,2025-12-12,51.62,50.97,50.93,6.95542342998845E-7,0.003242327902576253,0.001362191818823711,28361.994140000003,1465630.5109319002,-0.0012233968791086254,0.0029419254500966754,50.743,742.09,746.29,9,5,3,7,1.0520625281224383,0.012592018597442824,0.011968888027896165,-6.231305695466599E-4,0.005659690873074602,-0.006282821442621263,-0.005020650910499716,true,true,true,false,false
FTCA,2026-07-01,2026-07,0.02465,1,12,2026-07-07,2026-07-01,2025-12-26,,7.39,7.402,,,,,,-8.788086462148866E-5,-9.750220783458774E-4,7.4,,745.0,4,0,3,6,,,,,,,,false,false,true,,
GLDN,2026-08-03,2026-08,0.0403,1,52,2026-08-04,2026-08-03,2026-02-19,14.014,13.93,14.216,-0.0038823015083872814,-0.006625530146237735,0.025750030086290107,5880.8700936,82768.84011621997,0.026473427660056597,0.021661905188382624,15.3615,747.03,749.44,9,5,3,7,2.084367245657559,0.005994005994005968,0.0028756957328385903,-0.0031183102611673777,0.0032261087238800073,-0.006344418985047385,0.09902954188668475,true,true,true,false,true
GUT,2026-07-17,2026-07,0.05,1,12,2026-07-24,2026-07-17,2026-05-13,6.7,6.67,6.46,-0.005312085565727764,-0.003921970481540249,0.023445326099904528,259536.4555628,1788220.425667482,-0.00570330413955759,-0.007558036152103968,6.35,750.72,742.08,9,5,3,7,0.600000000000005,0.004477611940298544,0.007462686567164179,0.002985074626865635,-0.011508951406649598,0.014494026033515232,-0.044776119402985155,true,true,true,false,false
HDV,2026-07-15,2026-07,0.087389,1,12,2026-07-20,2026-07-15,2026-07-14,27.64,27.57,27.65,-0.0018559165194319271,-0.00402338806595226,0.009589839397975999,3955165.9420962,1.0975804826970978E8,0.006440513615022514,0.012083910761352809,28.18,751.83,754.24,9,5,3,7,0.8010161461968931,0.0025325615050651334,0.0031616859623733715,6.291244573082384E-4,0.0032055118843355122,-0.002576387427027274,0.022698589001447146,true,true,true,false,true
HIYY,2026-07-30,2026-07,0.2361,1,52,2026-07-31,2026-07-30,2026-01-06,11.82,11.55,12.5724,-0.05293325576132568,-0.049993219747764966,0.09025831262545557,76658.56853799999,1007578.945712834,0.04223950803991242,0.029082241403653192,14.2165,729.46,736.05,9,5,3,7,1.1435832274459956,0.022842639593908594,0.019974619289340103,-0.0028680203045684913,0.009034080004386694,-0.011902100308955185,0.22272419627749573,true,true,true,false,false
HYBI,2026-07-15,2026-07,0.3298,1,12,2026-07-17,2026-07-15,2026-07-14,49.3628,49.05,49.145,6.736379650484903E-5,-0.002100107750015484,0.002009006653247525,14638.826571000001,722464.9303967822,-7.690013759229508E-4,0.004874395770407343,49.0317,751.83,754.24,9,5,3,7,0.9484536082474314,0.006336755613538998,0.006681144505579099,3.443888920401016E-4,0.0032055118843355122,-0.0028611229922954106,-2.6335621155998075E-5,true,true,true,false,false
IBDR,2026-07-01,2026-07,0.080004,1,12,2026-07-07,2026-07-01,2025-09-04,,24.17,24.16,,,,,,2.759952254170657E-4,-6.11145988307323E-4,24.18,,745.0,4,0,3,6,,,,,,,,false,false,true,,
IBDR,2026-08-03,2026-08,0.080146,1,12,2026-08-06,2026-08-03,2025-09-04,24.24,24.17,24.17,1.548412916360653E-4,-0.002588387346214388,4.5743467354442656E-4,535911.4984252,1.2988644149065256E7,1.3791201213623575E-4,-0.004673610459537736,24.18,747.03,749.44,9,5,3,7,0.8734060339879313,0.002887788778877753,0.0033063531353135314,4.185643564357782E-4,0.0032261087238800073,-0.002807544367444229,8.311056105611087E-4,true,true,true,false,true
IBHL,2026-07-01,2026-07,0.132812,1,12,2026-07-07,2026-07-01,2025-09-04,,25.24,25.295,,,,,,7.913725016646852E-4,-9.576871205970357E-5,25.355,,745.0,4,0,3,6,,,,,,,,false,false,true,,
JOJO,2026-07-02,2026-07,0.05598,1,12,2026-07-06,2026-07-02,2026-07-01,15.4938,15.44,15.4335,,,,226.1874,3504.50233812,-0.00440192162212553,-0.004697283708733273,15.2303,745.76,747.4,5,1,3,6,0.9610575205430643,0.003472356684609375,0.0036130581264763972,1.4070144186702202E-4,0.0021990989058141845,-0.0020583974639471624,-0.01339374459461207,true,false,true,false,true
JPMpM,2026-08-03,2026-08,0.2625,1,4,2026-09-01,2026-08-03,2026-07-15,17.21,17.03,17.0,0.003823310870937624,0.0010800822330871707,0.005267612066388631,263726.64157999994,4513631.3682985995,-0.004925090013022955,-0.009736612484696927,16.75,747.03,749.44,9,5,3,7,0.6857142857142846,0.010459035444508989,0.015252760023242301,0.004793724578733311,0.0032261087238800073,0.001567615854853304,-0.011475886112725209,true,true,true,false,false
LFGY,2026-07-08,2026-07,0.2062,1,52,2026-07-09,2026-07-08,2026-01-06,20.47,20.05,20.365,-0.005615937999308744,-0.006503079213033132,0.03871361535277728,51624.64057525,1071833.6631519375,-0.0056883514901903505,-0.007394781554584469,20.01,747.71,743.16,8,4,3,7,2.0368574199805924,0.02051783097215428,0.010073277967757694,-0.01044455300439659,-0.006085246954033072,-0.0043593060503635175,-0.012398632144601726,true,false,true,false,false
LNC,2026-07-10,2026-07,0.45,1,4,2026-08-03,2026-07-10,2026-05-28,39.5,39.44,39.73,0.016639525110070136,0.014301690156329788,0.020718071754075838,1845061.7865284,7.131588773749295E7,0.01031867983714585,0.010365972562812983,40.96,751.71,752.05,9,5,3,8,0.13333333333333838,0.0015189873417722096,0.01139240506329114,0.00987341772151893,4.523020845803809E-4,0.00942111563693855,0.048354430379746856,true,true,true,false,false
LVS,2026-08-04,2026-08,0.3,1,4,2026-08-12,2026-08-04,2026-07-21,47.28,46.68,46.02,-0.0047940201275016026,-0.0104993068470427,0.026811450917227378,6215306.538303,3.020739873388246E8,-0.0017990175030053734,-0.002639331765438143,45.77,757.67,760.63,9,5,3,7,2.000000000000005,0.012690355329949268,0.006345177664974619,-0.00634517766497465,0.003906714004777854,-0.010251891669752503,-0.025592216582064255,true,true,true,false,false
MST,2026-07-22,2026-07,0.0938,1,52,2026-07-23,2026-07-22,2026-07-21,9.1526,8.78,8.78,0.022038826665942257,0.024186047948051154,0.053921102133516245,73197.1638704,629761.9664336918,-7.936379564944899E-4,0.0029119524768918734,8.6503,748.28,746.62,9,5,3,7,3.9722814498933934,0.04070974367939168,0.01024845399121561,-0.030461289688176067,-0.002218420911958048,-0.028242868776218018,-0.044632126390315316,true,true,true,false,false
MST,2026-07-29,2026-07,0.094,1,52,2026-07-30,2026-07-29,2026-07-28,8.2978,8.24,7.7702,-0.010782736415072075,-0.008602252813536881,0.09440934267986162,68887.6021426,567552.5782033771,0.015428588259226661,0.0026923650968852333,8.098,740.86,739.97,9,5,3,7,0.6148936170212798,0.006965701752271722,0.011328303887777483,0.004362602135505761,-0.0012013065896390497,0.005563908725144811,-0.012750367567306967,true,true,true,false,false
MUNB,2026-07-01,2026-07,0.200551,1,12,2026-07-08,2026-07-01,2026-01-22,,100.845,100.845,,,,,,8.278898881523371E-5,-8.04352224909155E-4,100.87,,745.0,4,0,3,6,,,,,,,,false,false,true,,
MYMG,2026-07-01,2026-07,0.056564,1,12,2026-07-07,2026-07-01,2026-01-02,,24.63,24.63,,,,,,1.3532257658255276E-4,-7.518186371418359E-4,24.64,,745.0,4,0,3,6,,,,,,,,false,false,true,,
PEBO,2026-08-03,2026-08,0.42,1,4,2026-08-17,2026-08-03,2026-07-20,41.66,41.69,41.74,0.0062741228770346325,0.003530894239184179,0.022201348785327576,320948.9649274,1.335615522644102E7,-0.004643386368687589,-0.009454908840361561,41.16,747.03,749.44,9,5,3,7,-0.07142857142857414,-7.201152184349769E-4,0.010081613058089295,0.010801728276524272,0.0032261087238800073,0.007575619552644265,-0.0019203072491598661,true,true,true,false,false
PRT,2026-07-31,2026-07,0.022579,1,12,2026-08-14,2026-07-31,2026-07-21,2.18,2.2,2.17,-0.0031514175626082275,-0.00414883515436279,0.05988153778515371,33262.3424086,70008.782650578,0.004636097615224766,-0.005455727387210822,2.2,741.69,744.68,9,5,3,7,-0.88577882102839,-0.009174311926605512,0.010357339449541283,0.019531651376146795,0.004031333845676624,0.01550031753047017,0.019531651376146795,true,true,true,false,false
QDTY,2026-08-05,2026-08,0.3042,1,52,2026-08-06,2026-08-05,2026-08-04,40.2,39.95,39.54,0.01708857792858226,0.0030291712573949914,0.013107799915225682,26898.9912482,1060346.194225746,0.003055869101991293,7.971220027426784E-4,,771.33,775.85,8,5,2,7,0.8218277449046679,0.006218905472636815,0.007567164179104478,0.0013482587064676623,0.0058600080380640995,-0.004511749331596437,,true,false,true,false,false
QLDY,2026-08-07,2026-08,0.1635,1,104,2026-08-10,2026-08-07,2026-08-06,42.3238,42.5,42.7232,0.009089646302385818,0.0019202371434351162,0.022320509050266255,49873.1756414,2104223.2988023683,,,,768.56,771.02,6,5,0,7,-1.0776758409786023,-0.004163142250932134,0.0038630746766594687,0.008026216927591602,0.00320079108983038,0.004825425837761222,,true,false,true,false,true
RDTE,2026-07-23,2026-07,0.197192,1,52,2026-07-24,2026-07-23,2026-01-06,28.553,28.1,28.21,-0.002736565068881175,-0.0016533227313173526,0.007280580577399936,86890.1511742,2493513.3094199346,0.004717255924544454,0.003508129739672109,28.61,747.41,739.37,9,5,3,7,2.297253438273355,0.01586523307533357,0.006906174482541239,-0.008959058592792328,-0.010757148017821495,0.0017980894250291674,0.008902462088046742,true,true,true,false,false
RITMpE,2026-07-31,2026-07,0.546875,1,4,2026-08-17,2026-08-01,2026-06-22,24.75,24.4,24.5,0.0027461324549577504,0.001748714863203188,0.0017424435949452187,45954.28834,1134098.451395788,-1.2706759553349212E-4,-0.010218892597969079,24.49,741.69,744.68,9,5,3,7,0.6400000000000026,0.0141414141414142,0.022095959595959596,0.007954545454545396,0.004031333845676624,0.0039232116088687725,0.011590909090909029,true,true,true,false,false
SPAB,2026-07-01,2026-07,0.087484,1,12,2026-07-07,2026-07-01,2025-12-31,,25.39,25.39,,,,,,-9.168804914822711E-4,-0.0018040217052066598,25.32,,745.0,4,0,3,6,,,,,,,,false,false,true,,
STOT,2026-08-03,2026-08,0.173223,1,12,2026-08-06,2026-08-03,2025-12-31,46.895,46.75,46.735,2.4013943395440052E-4,-0.002503089203896053,5.108297983350112E-4,63103.77871999999,2959418.0766529995,3.2123064287610986E-4,-0.0044902918287978615,46.78,747.03,749.44,9,5,3,7,0.8370712896093656,0.0030920140739951617,0.003693847958204499,6.01833884209337E-4,0.0032261087238800073,-0.00262427483967067,0.00124156093400145,true,true,true,false,true
SVC,2026-07-20,2026-07,0.05,1,4,2026-08-13,2026-07-20,2026-07-09,8.6,8.54,8.76,-0.007237811383434545,-0.005287438994262983,0.021796798049311714,1884947.8530806,1.636324217995615E7,-0.008658397226579942,-0.006934839549322984,8.53,743.29,747.06,9,5,3,7,1.20000000000001,0.00697674418604657,0.005813953488372094,-0.0011627906976744763,0.005072044558651377,-0.006234835256325854,-0.00232558139534887,true,true,true,false,false
TECY,2026-07-10,2026-07,0.21119,1,52,2026-07-14,2026-07-10,2026-07-09,22.915,22.82,22.765,0.007964570978714058,0.005626736024973711,0.012991140050191786,1151.5066000000002,26168.283432452,0.002986154203997393,0.003033446929664526,22.9693,751.71,752.05,9,5,3,8,0.4498319049197352,0.004145756054985768,0.009216233907920576,0.005070477852934808,4.523020845803809E-4,0.004618175768354427,0.011585860789875686,true,true,true,false,false
TEST,2026-07-21,2026-07,0.2027,1,52,2026-07-22,2026-07-21,2026-01-08,41.1948,41.8,41.8507,-0.014191861872956762,-0.010950229512723508,0.010186455103710397,1946.441682,84203.34950782417,-0.05636442644237849,-0.05219910411317319,35.0116,742.09,746.29,9,5,3,7,-2.985693142575217,-0.014691174614271617,0.00492052394962471,0.019611698563896326,0.005659690873074602,0.013952007690821723,-0.14517609018613997,true,true,true,false,true
TQQY,2026-08-07,2026-08,0.08269,1,52,2026-08-11,2026-08-07,2026-08-06,12.345,12.28,12.32,0.001015847031328787,-0.006153562127621914,0.0013869314137286257,8690.858841000001,107147.52590112577,,,,768.56,771.02,6,5,0,7,0.7860684484218319,0.005265289590927604,0.006698258404212231,0.0014329688132846269,0.00320079108983038,-0.001767822276545753,,true,false,true,false,false
ULTI,2026-07-16,2026-07,0.12,1,52,2026-07-17,2026-07-16,2026-07-15,9.21,8.97,8.5188,-0.021744961202931845,-0.022787034860182104,0.029338835571426965,87381.64007699999,833686.0929222004,-0.0030016416284900003,-0.001944873972261026,8.44,754.81,752.76,9,5,3,7,2.0000000000000018,0.026058631921824126,0.013029315960912051,-0.013029315960912075,-0.0027159152634437206,-0.010313400697468354,-0.07057546145494042,true,true,true,false,false
USLN,2026-07-01,2026-07,0.298787,1,12,2026-07-07,2026-07-01,2026-04-13,,50.41,50.41,,,,,,1.3281361754180487E-4,-7.543275961825838E-4,50.43,,745.0,4,0,3,6,,,,,,,,false,false,true,,
VAIE,2026-07-02,2026-07,0.07603774,1,52,2026-07-06,2026-07-02,2026-07-01,24.78,24.63,24.608,,,,78026.3618,1933493.2454040002,-1.732159356159224E-4,-4.685780222236646E-4,24.5933,745.76,747.4,5,1,3,6,1.972704606949156,0.006053268765133258,0.0030685125100887813,-0.0029847562550444763,0.0021990989058141845,-0.005183855160858661,-0.004465789346247048,true,false,true,false,true
WLYB,2026-07-07,2026-07,0.3575,1,4,2026-07-23,2026-07-07,2026-06-25,53.65,52.56,52.56,0.031491987565931634,0.027785330691570187,0.015801139291380238,1211.678652,64393.2215879192,0.0011389139458728437,-0.003171258860129589,50.72,751.28,750.22,6,3,2,6,3.048951048951039,0.020316868592730592,0.0066635601118359734,-0.01365330848089462,-0.0014109253540623276,-0.012242383126832294,-0.047949673811742775,true,false,true,false,false
XISE,2026-07-01,2026-07,0.1517,1,12,2026-07-02,2026-07-01,2026-01-05,,30.29,30.34,,,,,,3.294983728095631E-4,-5.576428409148256E-4,30.37,,745.0,4,0,3,6,,,,,,,,false,false,true,,
XRN,2026-07-20,2026-07,0.16,1,12,2026-08-14,2026-07-20,2026-05-05,37.9,37.65,37.04,0.007948066684191152,0.009898439073362714,0.019968355161264904,68605.708395,2559213.8187733763,0.003131988910551035,0.004855546587807995,37.37,743.29,747.06,9,5,3,7,1.5625,0.006596306068601583,0.004221635883905013,-0.00237467018469657,0.005072044558651377,-0.0074467147433479475,-0.009762532981530372,true,true,true,false,true
ABRpF,2026-07-15,2026-07,0.390625,1,4,2026-07-30,2026-07-15,2026-06-29,22.94,22.59,22.7,0.0018631237914515375,-3.0434775506879563E-4,0.0022144429266551515,9868.29962,225723.7843318,-0.004406150504599064,0.0012372466417312304,22.4,751.83,754.24,9,5,3,7,0.8960000000000037,0.015257192676547576,0.017028116826503924,0.001770924149956346,0.0032055118843355122,-0.0014345877343791662,-0.006511551874455217,true,true,true,false,false
ADC,2026-07-31,2026-07,0.267,1,12,2026-08-14,2026-07-31,2026-07-14,78.41,77.49,77.8,-0.006883302116066414,-0.007880719707820977,0.013813497187214066,1475572.207268,1.184236416440582E8,-0.00741851563289897,-0.01751034063533456,76.08,741.69,744.68,9,5,3,7,3.4456928838951373,0.011733197296263254,0.0034051779109807428,-0.008328019385282511,0.004031333845676624,-0.012359353230959136,-0.026310419589338076,true,true,true,false,true
AFB,2026-07-02,2026-07,0.05018,1,12,2026-07-17,2026-07-02,2026-06-22,11.5,11.48,11.39,,,,154016.833771,1771193.5883665,-0.006479683186097225,-0.0067750452727049675,11.17,745.76,747.4,5,1,3,6,0.3985651654045351,0.0017391304347825717,0.004363478260869565,0.002624347826086994,0.0021990989058141845,4.252489202728094E-4,-0.024332173913043483,true,false,true,false,true
AINP,2026-07-24,2026-07,0.12213,1,12,2026-07-28,2026-07-24,2026-07-23,24.7651,24.665,24.67,-0.0015569161184034175,1.3936311237625065E-4,0.001357351772043542,7489.377,186433.29349374998,4.0756169571716977E-4,0.004666280498701547,24.7,738.18,738.51,9,5,3,7,0.8196184393678964,0.004041978429321956,0.004931536719011836,8.895582896898787E-4,4.4704543607255814E-4,4.4251285361732054E-4,0.002302837460781461,true,true,true,false,true
